SEX,SEXDesc,AGE,AGEDesc,freq,period,sv,svDesc,figure,sd_value
F,Female,85+,≥85,H,200106,POP,Number ('000),43,
M,Male,,Total,H,200106,POP,Number ('000),3282,
M,Male,0-4,0 - 4,H,200106,POP,Number ('000),142,
M,Male,10-14,10 - 14,H,200106,POP,Number ('000),220.9,
M,Male,15-19,15 - 19,H,200106,POP,Number ('000),229.3,
M,Male,20-24,20 - 24,H,200106,POP,Number ('000),225.1,
M,Male,25-29,25 - 29,H,200106,POP,Number ('000),240.5,
M,Male,30-34,30 - 34,H,200106,POP,Number ('000),255.9,
M,Male,35-39,35 - 39,H,200106,POP,Number ('000),312.7,
M,Male,40-44,40 - 44,H,200106,POP,Number ('000),335.4,
M,Male,45-49,45 - 49,H,200106,POP,Number ('000),270.5,
M,Male,5-9,5 - 9,H,200106,POP,Number ('000),205.2,
M,Male,50-54,50 - 54,H,200106,POP,Number ('000),226.7,
M,Male,55-59,55 - 59,H,200106,POP,Number ('000),136,
M,Male,60-64,60 - 64,H,200106,POP,Number ('000),133.9,
M,Male,65-69,65 - 69,H,200106,POP,Number ('000),128.2,
M,Male,70-74,70 - 74,H,200106,POP,Number ('000),102.3,
M,Male,75-79,75 - 79,H,200106,POP,Number ('000),63.6,
M,Male,80-84,80 - 84,H,200106,POP,Number ('000),34.2,
M,Male,85+,≥85,H,200106,POP,Number ('000),19.6,
,Total,,Total,H,200112,POP,Number ('000),6730.3,
,Total,0-4,0 - 4,H,200112,POP,Number ('000),261.8,
,Total,10-14,10 - 14,H,200112,POP,Number ('000),429.9,
,Total,15-19,15 - 19,H,200112,POP,Number ('000),441.5,
,Total,20-24,20 - 24,H,200112,POP,Number ('000),462.1,
,Total,25-29,25 - 29,H,200112,POP,Number ('000),519.2,
,Total,30-34,30 - 34,H,200112,POP,Number ('000),579.5,
,Total,35-39,35 - 39,H,200112,POP,Number ('000),678.1,
,Total,40-44,40 - 44,H,200112,POP,Number ('000),680.8,
,Total,45-49,45 - 49,H,200112,POP,Number ('000),557.2,
,Total,5-9,5 - 9,H,200112,POP,Number ('000),391.7,
,Total,50-54,50 - 54,H,200112,POP,Number ('000),447.6,
,Total,55-59,55 - 59,H,200112,POP,Number ('000),268.3,
,Total,60-64,60 - 64,H,200112,POP,Number ('000),245.6,
,Total,65-69,65 - 69,H,200112,POP,Number ('000),251.3,
,Total,70-74,70 - 74,H,200112,POP,Number ('000),213.1,
,Total,75-79,75 - 79,H,200112,POP,Number ('000),147.2,
,Total,80-84,80 - 84,H,200112,POP,Number ('000),89.9,
,Total,85+,≥85,H,200112,POP,Number ('000),65.5,
F,Female,,Total,H,200112,POP,Number ('000),3447.4,
F,Female,0-4,0 - 4,H,200112,POP,Number ('000),125.8,
F,Female,10-14,10 - 14,H,200112,POP,Number ('000),209,
F,Female,15-19,15 - 19,H,200112,POP,Number ('000),214.6,
F,Female,20-24,20 - 24,H,200112,POP,Number ('000),238,
F,Female,25-29,25 - 29,H,200112,POP,Number ('000),279.7,
F,Female,30-34,30 - 34,H,200112,POP,Number ('000),326,
F,Female,35-39,35 - 39,H,200112,POP,Number ('000),370.4,
F,Female,40-44,40 - 44,H,200112,POP,Number ('000),346.2,
F,Female,45-49,45 - 49,H,200112,POP,Number ('000),279.1,
F,Female,5-9,5 - 9,H,200112,POP,Number ('000),189.1,
F,Female,50-54,50 - 54,H,200112,POP,Number ('000),216.8,
F,Female,55-59,55 - 59,H,200112,POP,Number ('000),125.4,
F,Female,60-64,60 - 64,H,200112,POP,Number ('000),114.2,
F,Female,65-69,65 - 69,H,200112,POP,Number ('000),123,
F,Female,70-74,70 - 74,H,200112,POP,Number ('000),108.7,
F,Female,75-79,75 - 79,H,200112,POP,Number ('000),82.1,
F,Female,80-84,80 - 84,H,200112,POP,Number ('000),54.1,
F,Female,85+,≥85,H,200112,POP,Number ('000),45.2,
M,Male,,Total,H,200112,POP,Number ('000),3282.9,
M,Male,0-4,0 - 4,H,200112,POP,Number ('000),136,
M,Male,10-14,10 - 14,H,200112,POP,Number ('000),220.9,
M,Male,15-19,15 - 19,H,200112,POP,Number ('000),226.9,
M,Male,20-24,20 - 24,H,200112,POP,Number ('000),224.1,
M,Male,25-29,25 - 29,H,200112,POP,Number ('000),239.5,
M,Male,30-34,30 - 34,H,200112,POP,Number ('000),253.5,
M,Male,35-39,35 - 39,H,200112,POP,Number ('000),307.7,
M,Male,40-44,40 - 44,H,200112,POP,Number ('000),334.6,
M,Male,45-49,45 - 49,H,200112,POP,Number ('000),278.1,
M,Male,5-9,5 - 9,H,200112,POP,Number ('000),202.6,
M,Male,50-54,50 - 54,H,200112,POP,Number ('000),230.8,
M,Male,55-59,55 - 59,H,200112,POP,Number ('000),142.9,
M,Male,60-64,60 - 64,H,200112,POP,Number ('000),131.4,
M,Male,65-69,65 - 69,H,200112,POP,Number ('000),128.3,
M,Male,70-74,70 - 74,H,200112,POP,Number ('000),104.4,
M,Male,75-79,75 - 79,H,200112,POP,Number ('000),65.1,
M,Male,80-84,80 - 84,H,200112,POP,Number ('000),35.8,
M,Male,85+,≥85,H,200112,POP,Number ('000),20.3,
,Total,,Total,H,200206,POP,Number ('000),6744.1,
,Total,0-4,0 - 4,H,200206,POP,Number ('000),251.7,
,Total,10-14,10 - 14,H,200206,POP,Number ('000),432.7,
,Total,15-19,15 - 19,H,200206,POP,Number ('000),438.1,
,Total,20-24,20 - 24,H,200206,POP,Number ('000),455,
,Total,25-29,25 - 29,H,200206,POP,Number ('000),510.6,
,Total,30-34,30 - 34,H,200206,POP,Number ('000),580.7,
,Total,35-39,35 - 39,H,200206,POP,Number ('000),669.4,
,Total,40-44,40 - 44,H,200206,POP,Number ('000),687.6,
,Total,45-49,45 - 49,H,200206,POP,Number ('000),570.3,
,Total,5-9,5 - 9,H,200206,POP,Number ('000),389.6,
,Total,50-54,50 - 54,H,200206,POP,Number ('000),457.3,
,Total,55-59,55 - 59,H,200206,POP,Number ('000),282.6,
,Total,60-64,60 - 64,H,200206,POP,Number ('000),241.4,
,Total,65-69,65 - 69,H,200206,POP,Number ('000),251.6,
,Total,70-74,70 - 74,H,200206,POP,Number ('000),214.7,
,Total,75-79,75 - 79,H,200206,POP,Number ('000),151.5,
,Total,80-84,80 - 84,H,200206,POP,Number ('000),91.6,
,Total,85+,≥85,H,200206,POP,Number ('000),67.7,
F,Female,,Total,H,200206,POP,Number ('000),3464.5,
F,Female,0-4,0 - 4,H,200206,POP,Number ('000),121.4,
F,Female,10-14,10 - 14,H,200206,POP,Number ('000),210.1,
F,Female,15-19,15 - 19,H,200206,POP,Number ('000),213.3,
F,Female,20-24,20 - 24,H,200206,POP,Number ('000),232.3,
F,Female,25-29,25 - 29,H,200206,POP,Number ('000),274.4,
F,Female,30-34,30 - 34,H,200206,POP,Number ('000),329.1,
F,Female,35-39,35 - 39,H,200206,POP,Number ('000),368.3,
F,Female,40-44,40 - 44,H,200206,POP,Number ('000),352.4,
F,Female,45-49,45 - 49,H,200206,POP,Number ('000),286.7,
F,Female,5-9,5 - 9,H,200206,POP,Number ('000),188.8,
F,Female,50-54,50 - 54,H,200206,POP,Number ('000),223.4,
F,Female,55-59,55 - 59,H,200206,POP,Number ('000),133.3,
F,Female,60-64,60 - 64,H,200206,POP,Number ('000),112.5,
F,Female,65-69,65 - 69,H,200206,POP,Number ('000),123,
F,Female,70-74,70 - 74,H,200206,POP,Number ('000),109.6,
F,Female,75-79,75 - 79,H,200206,POP,Number ('000),84.3,
F,Female,80-84,80 - 84,H,200206,POP,Number ('000),55.1,
F,Female,85+,≥85,H,200206,POP,Number ('000),46.5,
M,Male,,Total,H,200206,POP,Number ('000),3279.6,
M,Male,0-4,0 - 4,H,200206,POP,Number ('000),130.3,
M,Male,10-14,10 - 14,H,200206,POP,Number ('000),222.6,
M,Male,15-19,15 - 19,H,200206,POP,Number ('000),224.8,
M,Male,20-24,20 - 24,H,200206,POP,Number ('000),222.7,
M,Male,25-29,25 - 29,H,200206,POP,Number ('000),236.2,
M,Male,30-34,30 - 34,H,200206,POP,Number ('000),251.6,
M,Male,35-39,35 - 39,H,200206,POP,Number ('000),301.1,
M,Male,40-44,40 - 44,H,200206,POP,Number ('000),335.2,
M,Male,45-49,45 - 49,H,200206,POP,Number ('000),283.6,
M,Male,5-9,5 - 9,H,200206,POP,Number ('000),200.8,
M,Male,50-54,50 - 54,H,200206,POP,Number ('000),233.9,
M,Male,55-59,55 - 59,H,200206,POP,Number ('000),149.3,
M,Male,60-64,60 - 64,H,200206,POP,Number ('000),128.9,
M,Male,65-69,65 - 69,H,200206,POP,Number ('000),128.6,
M,Male,70-74,70 - 74,H,200206,POP,Number ('000),105.1,
M,Male,75-79,75 - 79,H,200206,POP,Number ('000),67.2,
M,Male,80-84,80 - 84,H,200206,POP,Number ('000),36.5,
M,Male,85+,≥85,H,200206,POP,Number ('000),21.2,
,Total,,Total,H,200212,POP,Number ('000),6725.8,
,Total,0-4,0 - 4,H,200212,POP,Number ('000),242,
,Total,10-14,10 - 14,H,200212,POP,Number ('000),431,
,Total,15-19,15 - 19,H,200212,POP,Number ('000),433.6,
,Total,20-24,20 - 24,H,200212,POP,Number ('000),451.8,
,Total,25-29,25 - 29,H,200212,POP,Number ('000),497.3,
,Total,30-34,30 - 34,H,200212,POP,Number ('000),574.6,
,Total,35-39,35 - 39,H,200212,POP,Number ('000),651.6,
,Total,40-44,40 - 44,H,200212,POP,Number ('000),691.5,
,Total,45-49,45 - 49,H,200212,POP,Number ('000),584.3,
,Total,5-9,5 - 9,H,200212,POP,Number ('000),378.2,
,Total,50-54,50 - 54,H,200212,POP,Number ('000),466.1,
,Total,55-59,55 - 59,H,200212,POP,Number ('000),298.9,
,Total,60-64,60 - 64,H,200212,POP,Number ('000),235.3,
,Total,65-69,65 - 69,H,200212,POP,Number ('000),252.7,
,Total,70-74,70 - 74,H,200212,POP,Number ('000),216.6,
,Total,75-79,75 - 79,H,200212,POP,Number ('000),154.8,
,Total,80-84,80 - 84,H,200212,POP,Number ('000),94.9,
,Total,85+,≥85,H,200212,POP,Number ('000),70.6,
F,Female,,Total,H,200212,POP,Number ('000),3458.8,
F,Female,0-4,0 - 4,H,200212,POP,Number ('000),116.7,
F,Female,10-14,10 - 14,H,200212,POP,Number ('000),209.1,
F,Female,15-19,15 - 19,H,200212,POP,Number ('000),211.6,
F,Female,20-24,20 - 24,H,200212,POP,Number ('000),229.4,
F,Female,25-29,25 - 29,H,200212,POP,Number ('000),266.2,
F,Female,30-34,30 - 34,H,200212,POP,Number ('000),325.5,
F,Female,35-39,35 - 39,H,200212,POP,Number ('000),359.5,
F,Female,40-44,40 - 44,H,200212,POP,Number ('000),357.3,
F,Female,45-49,45 - 49,H,200212,POP,Number ('000),294.4,
F,Female,5-9,5 - 9,H,200212,POP,Number ('000),183.8,
F,Female,50-54,50 - 54,H,200212,POP,Number ('000),228.6,
F,Female,55-59,55 - 59,H,200212,POP,Number ('000),142.3,
F,Female,60-64,60 - 64,H,200212,POP,Number ('000),109.3,
F,Female,65-69,65 - 69,H,200212,POP,Number ('000),123.5,
F,Female,70-74,70 - 74,H,200212,POP,Number ('000),110,
F,Female,75-79,75 - 79,H,200212,POP,Number ('000),85.9,
F,Female,80-84,80 - 84,H,200212,POP,Number ('000),57,
F,Female,85+,≥85,H,200212,POP,Number ('000),48.7,
M,Male,,Total,H,200212,POP,Number ('000),3267,
M,Male,0-4,0 - 4,H,200212,POP,Number ('000),125.3,
M,Male,10-14,10 - 14,H,200212,POP,Number ('000),221.9,
M,Male,15-19,15 - 19,H,200212,POP,Number ('000),222,
M,Male,20-24,20 - 24,H,200212,POP,Number ('000),222.4,
M,Male,25-29,25 - 29,H,200212,POP,Number ('000),231.1,
M,Male,30-34,30 - 34,H,200212,POP,Number ('000),249.1,
M,Male,35-39,35 - 39,H,200212,POP,Number ('000),292.1,
M,Male,40-44,40 - 44,H,200212,POP,Number ('000),334.2,
M,Male,45-49,45 - 49,H,200212,POP,Number ('000),289.9,
M,Male,5-9,5 - 9,H,200212,POP,Number ('000),194.4,
M,Male,50-54,50 - 54,H,200212,POP,Number ('000),237.5,
M,Male,55-59,55 - 59,H,200212,POP,Number ('000),156.6,
M,Male,60-64,60 - 64,H,200212,POP,Number ('000),126,
M,Male,65-69,65 - 69,H,200212,POP,Number ('000),129.2,
M,Male,70-74,70 - 74,H,200212,POP,Number ('000),106.6,
M,Male,75-79,75 - 79,H,200212,POP,Number ('000),68.9,
M,Male,80-84,80 - 84,H,200212,POP,Number ('000),37.9,
M,Male,85+,≥85,H,200212,POP,Number ('000),21.9,
,Total,,Total,H,200306,POP,Number ('000),6730.8,
,Total,0-4,0 - 4,H,200306,POP,Number ('000),237.3,
,Total,10-14,10 - 14,H,200306,POP,Number ('000),429.9,
,Total,15-19,15 - 19,H,200306,POP,Number ('000),430.2,
,Total,20-24,20 - 24,H,200306,POP,Number ('000),451.9,
,Total,25-29,25 - 29,H,200306,POP,Number ('000),491.3,
,Total,30-34,30 - 34,H,200306,POP,Number ('000),573.3,
,Total,35-39,35 - 39,H,200306,POP,Number ('000),637.6,
,Total,40-44,40 - 44,H,200306,POP,Number ('000),694.8,
,Total,45-49,45 - 49,H,200306,POP,Number ('000),599.7,
,Total,5-9,5 - 9,H,200306,POP,Number ('000),372.4,
,Total,50-54,50 - 54,H,200306,POP,Number ('000),472.1,
,Total,55-59,55 - 59,H,200306,POP,Number ('000),313.1,
,Total,60-64,60 - 64,H,200306,POP,Number ('000),231.8,
,Total,65-69,65 - 69,H,200306,POP,Number ('000),249.4,
,Total,70-74,70 - 74,H,200306,POP,Number ('000),219.9,
,Total,75-79,75 - 79,H,200306,POP,Number ('000),157.1,
,Total,80-84,80 - 84,H,200306,POP,Number ('000),97.1,
,Total,85+,≥85,H,200306,POP,Number ('000),71.9,
F,Female,,Total,H,200306,POP,Number ('000),3471.7,
F,Female,0-4,0 - 4,H,200306,POP,Number ('000),114.5,
F,Female,10-14,10 - 14,H,200306,POP,Number ('000),208.8,
F,Female,15-19,15 - 19,H,200306,POP,Number ('000),210.5,
F,Female,20-24,20 - 24,H,200306,POP,Number ('000),230.1,
F,Female,25-29,25 - 29,H,200306,POP,Number ('000),263.3,
F,Female,30-34,30 - 34,H,200306,POP,Number ('000),326.3,
F,Female,35-39,35 - 39,H,200306,POP,Number ('000),354.3,
F,Female,40-44,40 - 44,H,200306,POP,Number ('000),361.9,
F,Female,45-49,45 - 49,H,200306,POP,Number ('000),302.3,
F,Female,5-9,5 - 9,H,200306,POP,Number ('000),180.8,
F,Female,50-54,50 - 54,H,200306,POP,Number ('000),233,
F,Female,55-59,55 - 59,H,200306,POP,Number ('000),150.1,
F,Female,60-64,60 - 64,H,200306,POP,Number ('000),107.3,
F,Female,65-69,65 - 69,H,200306,POP,Number ('000),122.2,
F,Female,70-74,70 - 74,H,200306,POP,Number ('000),111.2,
F,Female,75-79,75 - 79,H,200306,POP,Number ('000),86.9,
F,Female,80-84,80 - 84,H,200306,POP,Number ('000),58.4,
F,Female,85+,≥85,H,200306,POP,Number ('000),49.8,
M,Male,,Total,H,200306,POP,Number ('000),3259.1,
M,Male,0-4,0 - 4,H,200306,POP,Number ('000),122.8,
M,Male,10-14,10 - 14,H,200306,POP,Number ('000),221.1,
M,Male,15-19,15 - 19,H,200306,POP,Number ('000),219.7,
M,Male,20-24,20 - 24,H,200306,POP,Number ('000),221.8,
M,Male,25-29,25 - 29,H,200306,POP,Number ('000),228,
M,Male,30-34,30 - 34,H,200306,POP,Number ('000),247,
M,Male,35-39,35 - 39,H,200306,POP,Number ('000),283.3,
M,Male,40-44,40 - 44,H,200306,POP,Number ('000),332.9,
M,Male,45-49,45 - 49,H,200306,POP,Number ('000),297.4,
M,Male,5-9,5 - 9,H,200306,POP,Number ('000),191.6,
M,Male,50-54,50 - 54,H,200306,POP,Number ('000),239.1,
M,Male,55-59,55 - 59,H,200306,POP,Number ('000),163,
M,Male,60-64,60 - 64,H,200306,POP,Number ('000),124.5,
M,Male,65-69,65 - 69,H,200306,POP,Number ('000),127.2,
M,Male,70-74,70 - 74,H,200306,POP,Number ('000),108.7,
M,Male,75-79,75 - 79,H,200306,POP,Number ('000),70.2,
M,Male,80-84,80 - 84,H,200306,POP,Number ('000),38.7,
M,Male,85+,≥85,H,200306,POP,Number ('000),22.1,
,Total,,Total,H,200312,POP,Number ('000),6764.2,
,Total,0-4,0 - 4,H,200312,POP,Number ('000),234.2,
,Total,10-14,10 - 14,H,200312,POP,Number ('000),423.6,
,Total,15-19,15 - 19,H,200312,POP,Number ('000),434.3,
,Total,20-24,20 - 24,H,200312,POP,Number ('000),459.5,
,Total,25-29,25 - 29,H,200312,POP,Number ('000),487.3,
,Total,30-34,30 - 34,H,200312,POP,Number ('000),567.1,
,Total,35-39,35 - 39,H,200312,POP,Number ('000),626.3,
,Total,40-44,40 - 44,H,200312,POP,Number ('000),695.4,
,Total,45-49,45 - 49,H,200312,POP,Number ('000),617,
,Total,5-9,5 - 9,H,200312,POP,Number ('000),365.5,
,Total,50-54,50 - 54,H,200312,POP,Number ('000),482,
,Total,55-59,55 - 59,H,200312,POP,Number ('000),330.8,
,Total,60-64,60 - 64,H,200312,POP,Number ('000),228.7,
,Total,65-69,65 - 69,H,200312,POP,Number ('000),249.4,
,Total,70-74,70 - 74,H,200312,POP,Number ('000),225.9,
,Total,75-79,75 - 79,H,200312,POP,Number ('000),161.4,
,Total,80-84,80 - 84,H,200312,POP,Number ('000),100.7,
,Total,85+,≥85,H,200312,POP,Number ('000),75.1,
F,Female,,Total,H,200312,POP,Number ('000),3497.5,
F,Female,0-4,0 - 4,H,200312,POP,Number ('000),112.6,
F,Female,10-14,10 - 14,H,200312,POP,Number ('000),205.7,
F,Female,15-19,15 - 19,H,200312,POP,Number ('000),213,
F,Female,20-24,20 - 24,H,200312,POP,Number ('000),235.5,
F,Female,25-29,25 - 29,H,200312,POP,Number ('000),261.8,
F,Female,30-34,30 - 34,H,200312,POP,Number ('000),322.2,
F,Female,35-39,35 - 39,H,200312,POP,Number ('000),349.5,
F,Female,40-44,40 - 44,H,200312,POP,Number ('000),365.6,
F,Female,45-49,45 - 49,H,200312,POP,Number ('000),311.9,
F,Female,5-9,5 - 9,H,200312,POP,Number ('000),177.6,
F,Female,50-54,50 - 54,H,200312,POP,Number ('000),239.2,
F,Female,55-59,55 - 59,H,200312,POP,Number ('000),159.9,
F,Female,60-64,60 - 64,H,200312,POP,Number ('000),105.5,
F,Female,65-69,65 - 69,H,200312,POP,Number ('000),122.6,
F,Female,70-74,70 - 74,H,200312,POP,Number ('000),113.3,
F,Female,75-79,75 - 79,H,200312,POP,Number ('000),89.2,
F,Female,80-84,80 - 84,H,200312,POP,Number ('000),60.7,
F,Female,85+,≥85,H,200312,POP,Number ('000),51.7,
M,Male,,Total,H,200312,POP,Number ('000),3266.7,
M,Male,0-4,0 - 4,H,200312,POP,Number ('000),121.6,
M,Male,10-14,10 - 14,H,200312,POP,Number ('000),217.9,
M,Male,15-19,15 - 19,H,200312,POP,Number ('000),221.3,
M,Male,20-24,20 - 24,H,200312,POP,Number ('000),224,
M,Male,25-29,25 - 29,H,200312,POP,Number ('000),225.5,
M,Male,30-34,30 - 34,H,200312,POP,Number ('000),244.9,
M,Male,35-39,35 - 39,H,200312,POP,Number ('000),276.8,
M,Male,40-44,40 - 44,H,200312,POP,Number ('000),329.8,
M,Male,45-49,45 - 49,H,200312,POP,Number ('000),305.1,
M,Male,5-9,5 - 9,H,200312,POP,Number ('000),187.9,
M,Male,50-54,50 - 54,H,200312,POP,Number ('000),242.8,
M,Male,55-59,55 - 59,H,200312,POP,Number ('000),170.9,
M,Male,60-64,60 - 64,H,200312,POP,Number ('000),123.2,
M,Male,65-69,65 - 69,H,200312,POP,Number ('000),126.8,
M,Male,70-74,70 - 74,H,200312,POP,Number ('000),112.6,
M,Male,75-79,75 - 79,H,200312,POP,Number ('000),72.2,
M,Male,80-84,80 - 84,H,200312,POP,Number ('000),40,
M,Male,85+,≥85,H,200312,POP,Number ('000),23.4,
,Total,,Total,H,200406,POP,Number ('000),6783.5,
,Total,0-4,0 - 4,H,200406,POP,Number ('000),227.7,
,Total,10-14,10 - 14,H,200406,POP,Number ('000),421.9,
,Total,15-19,15 - 19,H,200406,POP,Number ('000),435.8,
,Total,20-24,20 - 24,H,200406,POP,Number ('000),465.7,
,Total,25-29,25 - 29,H,200406,POP,Number ('000),485.5,
,Total,30-34,30 - 34,H,200406,POP,Number ('000),564.1,
,Total,35-39,35 - 39,H,200406,POP,Number ('000),614.9,
,Total,40-44,40 - 44,H,200406,POP,Number ('000),699.2,
,Total,45-49,45 - 49,H,200406,POP,Number ('000),626.4,
,Total,5-9,5 - 9,H,200406,POP,Number ('000),355.6,
,Total,50-54,50 - 54,H,200406,POP,Number ('000),491,
,Total,55-59,55 - 59,H,200406,POP,Number ('000),345.9,
,Total,60-64,60 - 64,H,200406,POP,Number ('000),230.8,
,Total,65-69,65 - 69,H,200406,POP,Number ('000),248.2,
,Total,70-74,70 - 74,H,200406,POP,Number ('000),227.9,
,Total,75-79,75 - 79,H,200406,POP,Number ('000),163.1,
,Total,80-84,80 - 84,H,200406,POP,Number ('000),103,
,Total,85+,≥85,H,200406,POP,Number ('000),76.8,
F,Female,,Total,H,200406,POP,Number ('000),3516.7,
F,Female,0-4,0 - 4,H,200406,POP,Number ('000),109.4,
F,Female,10-14,10 - 14,H,200406,POP,Number ('000),204.9,
F,Female,15-19,15 - 19,H,200406,POP,Number ('000),214.4,
F,Female,20-24,20 - 24,H,200406,POP,Number ('000),239.7,
F,Female,25-29,25 - 29,H,200406,POP,Number ('000),262.2,
F,Female,30-34,30 - 34,H,200406,POP,Number ('000),320.2,
F,Female,35-39,35 - 39,H,200406,POP,Number ('000),344.4,
F,Female,40-44,40 - 44,H,200406,POP,Number ('000),370.3,
F,Female,45-49,45 - 49,H,200406,POP,Number ('000),317,
F,Female,5-9,5 - 9,H,200406,POP,Number ('000),172.8,
F,Female,50-54,50 - 54,H,200406,POP,Number ('000),245,
F,Female,55-59,55 - 59,H,200406,POP,Number ('000),168.2,
F,Female,60-64,60 - 64,H,200406,POP,Number ('000),106.8,
F,Female,65-69,65 - 69,H,200406,POP,Number ('000),121.7,
F,Female,70-74,70 - 74,H,200406,POP,Number ('000),114.7,
F,Female,75-79,75 - 79,H,200406,POP,Number ('000),89.9,
F,Female,80-84,80 - 84,H,200406,POP,Number ('000),62.1,
F,Female,85+,≥85,H,200406,POP,Number ('000),53,
M,Male,,Total,H,200406,POP,Number ('000),3266.8,
M,Male,0-4,0 - 4,H,200406,POP,Number ('000),118.3,
M,Male,10-14,10 - 14,H,200406,POP,Number ('000),217,
M,Male,15-19,15 - 19,H,200406,POP,Number ('000),221.4,
M,Male,20-24,20 - 24,H,200406,POP,Number ('000),226,
M,Male,25-29,25 - 29,H,200406,POP,Number ('000),223.3,
M,Male,30-34,30 - 34,H,200406,POP,Number ('000),243.9,
M,Male,35-39,35 - 39,H,200406,POP,Number ('000),270.5,
M,Male,40-44,40 - 44,H,200406,POP,Number ('000),328.9,
M,Male,45-49,45 - 49,H,200406,POP,Number ('000),309.4,
M,Male,5-9,5 - 9,H,200406,POP,Number ('000),182.8,
M,Male,50-54,50 - 54,H,200406,POP,Number ('000),246,
M,Male,55-59,55 - 59,H,200406,POP,Number ('000),177.7,
M,Male,60-64,60 - 64,H,200406,POP,Number ('000),124,
M,Male,65-69,65 - 69,H,200406,POP,Number ('000),126.5,
M,Male,70-74,70 - 74,H,200406,POP,Number ('000),113.2,
M,Male,75-79,75 - 79,H,200406,POP,Number ('000),73.2,
M,Male,80-84,80 - 84,H,200406,POP,Number ('000),40.9,
M,Male,85+,≥85,H,200406,POP,Number ('000),23.8,
,Total,,Total,H,200412,POP,Number ('000),6797.7,
,Total,0-4,0 - 4,H,200412,POP,Number ('000),224.9,
,Total,10-14,10 - 14,H,200412,POP,Number ('000),418.1,
,Total,15-19,15 - 19,H,200412,POP,Number ('000),435,
,Total,20-24,20 - 24,H,200412,POP,Number ('000),469.5,
,Total,25-29,25 - 29,H,200412,POP,Number ('000),483.3,
,Total,30-34,30 - 34,H,200412,POP,Number ('000),558.9,
,Total,35-39,35 - 39,H,200412,POP,Number ('000),598.5,
,Total,40-44,40 - 44,H,200412,POP,Number ('000),697.8,
,Total,45-49,45 - 49,H,200412,POP,Number ('000),636.7,
,Total,5-9,5 - 9,H,200412,POP,Number ('000),341.3,
,Total,50-54,50 - 54,H,200412,POP,Number ('000),500.3,
,Total,55-59,55 - 59,H,200412,POP,Number ('000),368.9,
,Total,60-64,60 - 64,H,200412,POP,Number ('000),234,
,Total,65-69,65 - 69,H,200412,POP,Number ('000),247.3,
,Total,70-74,70 - 74,H,200412,POP,Number ('000),231,
,Total,75-79,75 - 79,H,200412,POP,Number ('000),165.3,
,Total,80-84,80 - 84,H,200412,POP,Number ('000),106,
,Total,85+,≥85,H,200412,POP,Number ('000),80.9,
F,Female,,Total,H,200412,POP,Number ('000),3531.2,
F,Female,0-4,0 - 4,H,200412,POP,Number ('000),108.1,
F,Female,10-14,10 - 14,H,200412,POP,Number ('000),203.1,
F,Female,15-19,15 - 19,H,200412,POP,Number ('000),214.6,
F,Female,20-24,20 - 24,H,200412,POP,Number ('000),242.5,
F,Female,25-29,25 - 29,H,200412,POP,Number ('000),262,
F,Female,30-34,30 - 34,H,200412,POP,Number ('000),316.4,
F,Female,35-39,35 - 39,H,200412,POP,Number ('000),336.6,
F,Female,40-44,40 - 44,H,200412,POP,Number ('000),372.8,
F,Female,45-49,45 - 49,H,200412,POP,Number ('000),322.4,
F,Female,5-9,5 - 9,H,200412,POP,Number ('000),165.9,
F,Female,50-54,50 - 54,H,200412,POP,Number ('000),250.6,
F,Female,55-59,55 - 59,H,200412,POP,Number ('000),180.3,
F,Female,60-64,60 - 64,H,200412,POP,Number ('000),108.6,
F,Female,65-69,65 - 69,H,200412,POP,Number ('000),120.7,
F,Female,70-74,70 - 74,H,200412,POP,Number ('000),116.6,
F,Female,75-79,75 - 79,H,200412,POP,Number ('000),90.4,
F,Female,80-84,80 - 84,H,200412,POP,Number ('000),64,
F,Female,85+,≥85,H,200412,POP,Number ('000),55.6,
M,Male,,Total,H,200412,POP,Number ('000),3266.5,
M,Male,0-4,0 - 4,H,200412,POP,Number ('000),116.8,
M,Male,10-14,10 - 14,H,200412,POP,Number ('000),215,
M,Male,15-19,15 - 19,H,200412,POP,Number ('000),220.4,
M,Male,20-24,20 - 24,H,200412,POP,Number ('000),227,
M,Male,25-29,25 - 29,H,200412,POP,Number ('000),221.3,
