route,bound,service_type,orig_en,orig_tc,orig_sc,dest_en,dest_tc,dest_sc,data_timestamp
290,I,1,TSUEN WAN WEST STATION,荃灣西站,荃湾西站,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),坑口(北)(將軍澳醫院),坑口(北)(将军澳医院),
290A,O,1,TSEUNG KWAN O (CHOI MING),將軍澳(彩明),将军澳(彩明),TSUEN WAN WEST STATION,荃灣西站,荃湾西站,
290A,O,2,SAU MAU PING (UPPER),上秀茂坪,上秀茂坪,TSUEN WAN WEST STATION,荃灣西站,荃湾西站,
290A,I,1,TSUEN WAN WEST STATION,荃灣西站,荃湾西站,TSEUNG KWAN O (CHOI MING),將軍澳(彩明),将军澳(彩明),
290E,O,1,TSEUNG KWAN O INDUSTRIAL ESTATE,將軍澳工業邨,将军澳工业邨,TSUEN WAN WEST STATION,荃灣西站,荃湾西站,
290E,I,1,TSUEN WAN WEST STATION,荃灣西站,荃湾西站,TSEUNG KWAN O INDUSTRIAL ESTATE,將軍澳工業邨,将军澳工业邨,
290X,O,1,LOHAS PARK STATION,康城站,康城站,TSUEN WAN WEST STATION,荃灣西站,荃湾西站,
290X,O,2,TIU KENG LENG STATION,調景嶺站,调景岭站,TSUEN WAN WEST STATION,荃灣西站,荃湾西站,
290X,I,1,TSUEN WAN WEST STATION,荃灣西站,荃湾西站,LOHAS PARK STATION,康城站,康城站,
290X,I,2,TSUEN WAN WEST STATION,荃灣西站,荃湾西站,LOHAS PARK STATION,康城站,康城站,
291P,O,1,H.K.U.S.T. (SOUTH),香港科技大學(南),香港科技大学(南),MONG KOK,旺角,旺角,
292P,O,1,SAI KUNG,西貢,西贡,KWUN TONG,觀塘,观塘,
293S,O,1,HANG HAU (NGAN O ROAD),坑口(銀澳路),坑口(银澳路),MEI FOO,美孚,美孚,
293S,I,1,MEI FOO,美孚,美孚,HANG HAU (NGAN O ROAD),坑口(銀澳路),坑口(银澳路),
296A,O,1,SHEUNG TAK,尚德,尚德,NGAU TAU KOK STATION (CIRCULAR),牛頭角站(循環線),牛头角站(循环线),
296C,O,1,SHEUNG TAK,尚德,尚德,CHEUNG SHA WAN (HOI YING ESTATE),長沙灣(海盈邨),长沙湾(海盈邨),
296C,I,1,CHEUNG SHA WAN (HOI YING ESTATE),長沙灣(海盈邨),长沙湾(海盈邨),SHEUNG TAK,尚德,尚德,
296D,O,1,SHEUNG TAK,尚德,尚德,KOWLOON STATION,九龍站,九龙站,
296D,I,1,KOWLOON STATION,九龍站,九龙站,SHEUNG TAK,尚德,尚德,
296M,O,1,HONG SING GARDEN,康盛花園,康盛花园,HANG HAU STATION,坑口站,坑口站,
296M,I,1,HANG HAU STATION,坑口站,坑口站,HONG SING GARDEN,康盛花園,康盛花园,
296M,I,2,TONG MING COURT,唐明苑,唐明苑,HONG SING GARDEN,康盛花園,康盛花园,
296P,O,1,SHEUNG TAK,尚德,尚德,LAI CHI KOK STATION,荔枝角站,荔枝角站,
296P,I,1,LAI CHI KOK STATION,荔枝角站,荔枝角站,SHEUNG TAK,尚德,尚德,
297,O,1,PO LAM,寶林,宝林,HUNG HOM (HUNG LUEN ROAD),紅磡(紅鸞道),红磡(红鸾道),
297,I,1,HUNG HOM (HUNG LUEN ROAD),紅磡(紅鸞道),红磡(红鸾道),PO LAM,寶林,宝林,
297P,O,1,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),坑口(北)(將軍澳醫院),坑口(北)(将军澳医院),HUNG HOM (HUNG LUEN ROAD),紅磡(紅鸞道),红磡(红鸾道),
298,O,1,HANG HAU STATION,坑口站,坑口站,PAK SHING KOK (CIRCULAR),百勝角(循環線),百胜角(循环线),
298E,O,1,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),坑口(北)(將軍澳醫院),坑口(北)(将军澳医院),TSEUNG KWAN O INDUSTRIAL ESTATE (CIRCULAR),將軍澳工業邨(循環線),将军澳工业邨(循环线),
298F,O,1,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),坑口(北)(將軍澳醫院),坑口(北)(将军澳医院),TSEUNG KWAN O INDUSTRIAL ESTATE (CIRCULAR),將軍澳工業邨(循環線),将军澳工业邨(循环线),
298X,O,1,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),坑口(北)(將軍澳醫院),坑口(北)(将军澳医院),MEI FOO,美孚,美孚,
298X,I,1,MEI FOO,美孚,美孚,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),坑口(北)(將軍澳醫院),坑口(北)(将军澳医院),
299X,O,1,SHATIN CENTRAL,沙田巿中心,沙田巿中心,SAI KUNG,西貢,西贡,
299X,I,1,SAI KUNG,西貢,西贡,SHATIN CENTRAL,沙田巿中心,沙田巿中心,
299X,I,2,SAI KUNG,西貢,西贡,SHATIN CENTRAL,沙田巿中心,沙田巿中心,
302,O,1,TSZ WAN SHAN (NORTH),慈雲山(北),慈云山(北),SHEUNG WAN,上環,上环,
302A,O,1,TSZ WAN SHAN (NORTH),慈雲山(北),慈云山(北),NORTH POINT (HEALTHY VILLAGE),北角(健康村),北角(健康村),
307,O,1,TAI PO CENTRAL,大埔中心,大埔中心,CENTRAL (CENTRAL FERRY PIERS),中環(渡輪碼頭),中环(渡轮码头),
307,O,3,TAI PO CENTRAL,大埔中心,大埔中心,SHEUNG WAN,上環,上环,
307,I,1,CENTRAL (CENTRAL FERRY PIERS),中環(渡輪碼頭),中环(渡轮码头),TAI PO CENTRAL,大埔中心,大埔中心,
307A,O,1,TAI PO TAU,大埔頭,大埔头,SHEUNG WAN,上環,上环,
307P,O,1,TAI PO (TING TAI ROAD),大埔(汀太路),大埔(汀太路),CAUSEWAY BAY (TIN HAU),銅鑼灣(天后),铜锣湾(天后),
307P,O,2,FU TIP BUS TERMINUS,富蝶總站,富蝶总站,CAUSEWAY BAY (TIN HAU),銅鑼灣(天后),铜锣湾(天后),
307P,I,1,CAUSEWAY BAY (TIN HAU),銅鑼灣(天后),铜锣湾(天后),TAI PO (TING TAI ROAD),大埔(汀太路),大埔(汀太路),
307P,I,2,CAUSEWAY BAY (TIN HAU),銅鑼灣(天后),铜锣湾(天后),FU TIP BUS TERMINUS,富蝶總站,富蝶总站,
331,O,1,MA WAN(PAK YAN ROAD),馬灣(珀欣路),马湾(珀欣路),TSUEN WAN STATION,荃灣站,荃湾站,
331,I,1,TSUEN WAN STATION,荃灣站,荃湾站,MA WAN(PAK YAN ROAD),馬灣(珀欣路),马湾(珀欣路),
331S,O,1,MA WAN(PAK YAN ROAD),馬灣(珀欣路),马湾(珀欣路),TSUEN WAN WEST STATION,荃灣西站,荃湾西站,
331S,I,1,TSUEN WAN WEST STATION,荃灣西站,荃湾西站,MA WAN(PAK YAN ROAD),馬灣(珀欣路),马湾(珀欣路),
373,O,1,FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),CENTRAL (HONG KONG STATION),中環(香港站),中环(香港站),
373,I,1,CENTRAL (HONG KONG STATION),中環(香港站),中环(香港站),FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),
600,O,1,ANDERSON,安達臣,安达臣,CENTRAL (RUMSEY STREET),中環(林士街),中环(林士街),
600,I,1,CENTRAL (RUMSEY STREET),中環(林士街),中环(林士街),ANDERSON,安達臣,安达臣,
601,O,1,PO TAT,寶達,宝达,ADMIRALTY STATION (EAST),金鐘站(東),金钟站(东),
601,I,1,ADMIRALTY STATION (EAST),金鐘站(東),金钟站(东),PO TAT,寶達,宝达,
601P,O,1,PO TAT,寶達,宝达,SHEUNG WAN,上環,上环,
601P,O,2,HIU KWONG STREET (HIU LAI COURT),曉光街(曉麗苑),晓光街(晓丽苑),SHEUNG WAN,上環,上环,
601P,I,1,SHEUNG WAN,上環,上环,PO TAT,寶達,宝达,
603,O,1,PING TIN,平田,平田,CENTRAL (CENTRAL FERRY PIERS),中環(渡輪碼頭),中环(渡轮码头),
603,O,2,PING TIN,平田,平田,ADMIRALTY (ADMIRALTY CENTRE),金鐘(海富中心),金钟(海富中心),
603,I,1,CENTRAL (CENTRAL FERRY PIERS),中環(渡輪碼頭),中环(渡轮码头),PING TIN,平田,平田,
603A,O,1,PING TIN,平田,平田,CENTRAL MARKET,中環街市,中环街市,
603A,I,1,CENTRAL (RUMSEY STREET),中環(林士街),中环(林士街),PING TIN,平田,平田,
603P,O,1,CENTRAL (CENTRAL FERRY PIERS),中環(渡輪碼頭),中环(渡轮码头),PING TIN,平田,平田,
603S,O,1,PING TIN,平田,平田,CENTRAL (GILMAN STREET),中環(機利文街),中环(机利文街),
606,O,1,CHOI WAN (FUNG SHING STREET),彩雲(豐盛街),彩云(丰盛街),SIU SAI WAN (ISLAND RESORT),小西灣(藍灣半島),小西湾(蓝湾半岛),
606,O,4,CHOI WAN (FUNG SHING STREET),彩雲(豐盛街),彩云(丰盛街),SIU SAI WAN (ISLAND RESORT),小西灣(藍灣半島),小西湾(蓝湾半岛),
606,I,1,SIU SAI WAN (ISLAND RESORT),小西灣(藍灣半島),小西湾(蓝湾半岛),CHOI WAN (FUNG SHING STREET),彩雲(豐盛街),彩云(丰盛街),
606A,O,1,CHOI WAN (FUNG SHING STREET),彩雲(豐盛街),彩云(丰盛街),SHAU KEI WAN (YIU TUNG ESTATE),筲箕灣(耀東邨),筲箕湾(耀东邨),
606A,I,1,SHAU KEI WAN (YIU TUNG ESTATE),筲箕灣(耀東邨),筲箕湾(耀东邨),CHOI WAN (FUNG SHING STREET),彩雲(豐盛街),彩云(丰盛街),
606X,O,1,KOWLOON BAY,九龍灣,九龙湾,SIU SAI WAN (ISLAND RESORT),小西灣(藍灣半島),小西湾(蓝湾半岛),
606X,O,2,KAI YIP,啟業,启业,SIU SAI WAN (ISLAND RESORT),小西灣(藍灣半島),小西湾(蓝湾半岛),
606X,O,3,KAI YIP,啟業,启业,SIU SAI WAN (ISLAND RESORT),小西灣(藍灣半島),小西湾(蓝湾半岛),
606X,I,1,SIU SAI WAN (ISLAND RESORT),小西灣(藍灣半島),小西湾(蓝湾半岛),KOWLOON BAY,九龍灣,九龙湾,
613,O,1,ON TAI (WEST) (WO TAI HOUSE),安泰(西)(和泰樓),安泰(西)(和泰楼),SHAU KEI WAN,筲箕灣,筲箕湾,
613,I,1,SHAU KEI WAN,筲箕灣,筲箕湾,ON TAI (WEST) (WO TAI HOUSE),安泰(西)(和泰樓),安泰(西)(和泰楼),
613A,O,1,ON TAI (WEST),安泰(西),安泰(西),HENG FA CHUEN,杏花邨,杏花邨,
613A,I,1,HENG FA CHUEN,杏花邨,杏花邨,ON TAI (WEST),安泰(西),安泰(西),
619,O,1,SHUN LEE,順利,顺利,CENTRAL (MACAU FERRY),中環(港澳碼頭),中环(港澳码头),
619,I,1,CENTRAL (MACAU FERRY),中環(港澳碼頭),中环(港澳码头),SHUN LEE,順利,顺利,
619P,O,1,SHUN LEE,順利,顺利,CENTRAL (MACAU FERRY),中環(港澳碼頭),中环(港澳码头),
619X,O,1,SHUN LEE,順利,顺利,CENTRAL (MACAU FERRY),中環(港澳碼頭),中环(港澳码头),
619X,I,1,CENTRAL (MACAU FERRY),中環(港澳碼頭),中环(港澳码头),SHUN LEE,順利,顺利,
621,O,1,LAGUNA CITY,麗港城,丽港城,CENTRAL (HONG KONG STATION),中環(香港站),中环(香港站),
621,I,1,CENTRAL (HONG KONG STATION),中環(香港站),中环(香港站),LAGUNA CITY,麗港城,丽港城,
641,O,1,KAI TAK (KAI CHING ESTATE),啟德(啟晴邨),启德(启晴邨),CENTRAL (MACAU FERRY),中環(港澳碼頭),中环(港澳码头),
641,I,1,CENTRAL (MACAU FERRY),中環(港澳碼頭),中环(港澳码头),KAI TAK (KAI CHING ESTATE),啟德(啟晴邨),启德(启晴邨),
671,O,1,DIAMOND HILL STATION,鑽石山站,钻石山站,AP LEI CHAU LEE LOK ST,鴨脷洲(利樂街),鸭脷洲(利乐街),
671,I,1,AP LEI CHAU LEE LOK ST,鴨脷洲(利樂街),鸭脷洲(利乐街),DIAMOND HILL STATION,鑽石山站,钻石山站,
671X,O,1,AP LEI CHAU LEE LOK ST,鴨脷洲(利樂街),鸭脷洲(利乐街),DIAMOND HILL STATION,鑽石山站,钻石山站,
673,O,1,SHEUNG SHUI,上水,上水,CENTRAL (HONG KONG STATION),中環(香港站),中环(香港站),
673,I,1,CENTRAL (HONG KONG STATION),中環(香港站),中环(香港站),SHEUNG SHUI,上水,上水,
673A,O,1,SHEUNG SHUI,上水,上水,CENTRAL (RUMSEY STREET),中環(林士街),中环(林士街),
673A,I,1,CENTRAL (HONG KONG STATION),中環(香港站),中环(香港站),SHEUNG SHUI,上水,上水,
673P,O,1,SHEUNG SHUI,上水,上水,CENTRAL (RUMSEY STREET),中環(林士街),中环(林士街),
678,O,1,SHEUNG SHUI,上水,上水,CAUSEWAY BAY (EASTERN HOSPITAL ROAD),銅鑼灣(東院道),铜锣湾(东院道),
678,I,1,CAUSEWAY BAY (EASTERN HOSPITAL ROAD),銅鑼灣(東院道),铜锣湾(东院道),SHEUNG SHUI,上水,上水,
680,O,1,LEE ON,利安,利安,ADMIRALTY STATION (EAST),金鐘站(東),金钟站(东),
680,O,3,LEE ON,利安,利安,ADMIRALTY STATION (EAST),金鐘站(東),金钟站(东),
680,I,1,ADMIRALTY STATION (EAST),金鐘站(東),金钟站(东),LEE ON,利安,利安,
680B,O,1,CHEVALIER GARDEN,富安花園,富安花园,ADMIRALTY STATION (EAST),金鐘站(東),金钟站(东),
680P,O,1,WU KAI SHA STATION,烏溪沙站,乌溪沙站,ADMIRALTY STATION (EAST),金鐘站(東),金钟站(东),
680X,O,1,WU KAI SHA STATION,烏溪沙站,乌溪沙站,CENTRAL (MACAU FERRY),中環(港澳碼頭),中环(港澳码头),
680X,I,1,CENTRAL (MACAU FERRY),中環(港澳碼頭),中环(港澳码头),WU KAI SHA STATION,烏溪沙站,乌溪沙站,
681,O,1,CENTRAL (HONG KONG STATION),中環(香港站),中环(香港站),MA ON SHAN TOWN CENTRE,馬鞍山市中心,马鞍山市中心,
681,I,1,MA ON SHAN TOWN CENTRE,馬鞍山市中心,马鞍山市中心,CENTRAL (HONG KONG STATION),中環(香港站),中环(香港站),
681P,O,1,YIU ON,耀安,耀安,SHEUNG WAN,上環,上环,
681P,I,1,SHEUNG WAN,上環,上环,YIU ON,耀安,耀安,
690,O,1,HONG SING GARDEN,康盛花園,康盛花园,CENTRAL (EXCHANGE SQUARE),中環(交易廣場),中环(交易广场),
690,O,2,HONG SING GARDEN,康盛花園,康盛花园,CENTRAL (EXCHANGE SQUARE),中環(交易廣場),中环(交易广场),
690,I,1,CENTRAL (EXCHANGE SQUARE),中環(交易廣場),中环(交易广场),HONG SING GARDEN,康盛花園,康盛花园,
690P,O,1,HONG SING GARDEN,康盛花園,康盛花园,CENTRAL (EXCHANGE SQUARE),中環(交易廣場),中环(交易广场),
690S,O,1,HANG HAU (MING TAK ESTATE),坑口(明德邨),坑口(明德邨),CENTRAL (EXCHANGE SQUARE),中環(交易廣場),中环(交易广场),
690S,I,1,CENTRAL (EXCHANGE SQUARE),中環(交易廣場),中环(交易广场),HANG HAU,坑口,坑口,
848,O,1,SHATIN RACE COURSE,沙田馬場,沙田马场,KWAI FONG STATION,葵芳站,葵芳站,
868,O,1,TUEN MUN CENTRAL,屯門巿中心,屯门巿中心,SHATIN RACE COURSE,沙田馬場,沙田马场,
868,I,1,SHATIN RACE COURSE,沙田馬場,沙田马场,TUEN MUN CENTRAL,屯門巿中心,屯门巿中心,
869,O,1,SHATIN RACE COURSE,沙田馬場,沙田马场,TIN SHUI WAI TOWN CENTRE,天水圍市中心,天水围市中心,
872,O,1,SHATIN RACE COURSE,沙田馬場,沙田马场,TAI PO CENTRAL,大埔中心,大埔中心,
872X,O,1,SHATIN RACE COURSE,沙田馬場,沙田马场,TAI PO CENTRAL,大埔中心,大埔中心,
887,O,1,SHATIN RACE COURSE,沙田馬場,沙田马场,MONG KOK (PARK AVENUE),旺角(柏景灣),旺角(柏景湾),
888,O,1,SHATIN RACE COURSE,沙田馬場,沙田马场,SHATIN STATION,沙田站,沙田站,
889,O,1,SHATIN RACE COURSE,沙田馬場,沙田马场,PING TIN,平田,平田,
891,O,1,SHATIN RACE COURSE,沙田馬場,沙田马场,KOWLOON CITY FERRY,九龍城碼頭,九龙城码头,
893,O,1,SHATIN RACE COURSE,沙田馬場,沙田马场,HONG SING GARDEN,康盛花園,康盛花园,
900,O,1,PAK SHEK KOK,白石角,白石角,WAN CHAI (HKCEC),灣仔(會展),湾仔(会展),
900,I,1,WAN CHAI (HKCEC),灣仔(會展),湾仔(会展),PAK SHEK KOK,白石角,白石角,
900,I,2,WAN CHAI (HKCEC),灣仔(會展),湾仔(会展),PAK SHEK KOK,白石角,白石角,
900X,O,1,PAK SHEK KOK,白石角,白石角,WAN CHAI (HKCEC),灣仔(會展),湾仔(会展),
904,O,1,LAI CHI KOK,荔枝角,荔枝角,KENNEDY TOWN (BELCHER BAY),堅尼地城(卑路乍灣),坚尼地城(卑路乍湾),
904,I,1,KENNEDY TOWN (BELCHER BAY),堅尼地城(卑路乍灣),坚尼地城(卑路乍湾),LAI CHI KOK,荔枝角,荔枝角,
905,O,1,LAI CHI KOK,荔枝角,荔枝角,EXHIBITION CENTRE STATION,會展站,会展站,
905,I,1,EXHIBITION CENTRE STATION,會展站,会展站,LAI CHI KOK,荔枝角,荔枝角,
905A,O,1,EXHIBITION CENTRE STATION,會展站,会展站,LAI CHI KOK,荔枝角,荔枝角,
905P,O,1,LAI CHI KOK,荔枝角,荔枝角,WAN CHAI (HARBOUR ROAD),灣仔(港灣道),湾仔(港湾道),
907C,O,1,FU TIP BUS TERMINUS,富蝶總站,富蝶总站,WAN CHAI (CONVENTION CENTRE),灣仔(會展),湾仔(会展),
907C,I,1,ADMIRALTY STATION,金鐘站,金钟站,FU TIP BUS TERMINUS,富蝶總站,富蝶总站,
907D,O,1,TAI PO (TING TAI ROAD),大埔 (汀太路),大埔 (汀太路),SIU SAI WAN,小西灣,小西湾,
907D,I,1,SIU SAI WAN,小西灣,小西湾,TAI PO (TING TAI ROAD),大埔 (汀太路),大埔 (汀太路),
914,O,1,HOI LAI ESTATE,海麗邨,海丽邨,CAUSEWAY BAY (TIN HAU),銅鑼灣(天后),铜锣湾(天后),
914,I,1,CAUSEWAY BAY (TIN HAU),銅鑼灣(天后),铜锣湾(天后),HOI LAI ESTATE,海麗邨,海丽邨,
914P,O,1,HOI LAI ESTATE,海麗邨,海丽邨,CAUSEWAY BAY (TIN HAU),銅鑼灣(天后),铜锣湾(天后),
914X,O,1,HOI LAI ESTATE,海麗邨,海丽邨,CAUSEWAY BAY (TIN HAU),銅鑼灣(天后),铜锣湾(天后),
917,O,1,FAN KAM ROAD,粉嶺公路,粉岭公路,WAN CHAI,灣仔,湾仔,
917,I,1,WAN CHAI,灣仔,湾仔,FAN KAM ROAD,粉錦公路,粉锦公路,
918,O,1,LAM KAM ROAD,林錦公路,林锦公路,WAN CHAI,灣仔,湾仔,
918,I,1,WAN CHAI,灣仔,湾仔,LAM KAM ROAD,林錦公路,林锦公路,
934,O,1,TSUEN WAN (BAYVIEW GARDEN),荃灣(灣景花園),荃湾(湾景花园),WAN CHAI (FLEMING ROAD),灣仔(菲林明道),湾仔(菲林明道),
934,I,1,WAN CHAI (FLEMING ROAD),灣仔(菲林明道),湾仔(菲林明道),TSUEN WAN (BAYVIEW GARDEN),荃灣(灣景花園),荃湾(湾景花园),
934A,O,1,TSUEN WAN (ALLWAY GARDENS),荃灣(荃威花園),荃湾(荃威花园),WAN CHAI (FLEMING ROAD),灣仔(菲林明道),湾仔(菲林明道),
934A,I,1,WAN CHAI (FLEMING ROAD),灣仔(菲林明道),湾仔(菲林明道),TSUEN WAN (ALLWAY GARDENS),荃灣(荃威花園),荃湾(荃威花园),
935,O,1,SHEK LEI (TAI LOONG STREET),石籬(大隴街),石篱(大陇街),WAN CHAI (FLEMING ROAD),灣仔(菲林明道),湾仔(菲林明道),
935,O,2,KWAI CHUNG (ON YAM ESTATE),葵涌(安蔭邨),葵涌(安荫邨),WAN CHAI (FLEMING ROAD),灣仔(菲林明道),湾仔(菲林明道),
935,I,1,WAN CHAI (FLEMING ROAD),灣仔(菲林明道),湾仔(菲林明道),SHEK LEI (TAI LOONG STREET),石籬(大隴街),石篱(大陇街),
936,O,1,TSUEN WAN (SHEK WAI KOK),荃灣(石圍角),荃湾(石围角),CAUSEWAY BAY (COTTON PATH),銅鑼灣(棉花路),铜锣湾(棉花路),
936,I,1,CAUSEWAY BAY (COTTON PATH),銅鑼灣(棉花路),铜锣湾(棉花路),SHEK WAI KOK,石圍角,石围角,
936A,O,1,TSUEN WAN (SHEK WAI KOK),荃灣(石圍角),荃湾(石围角),CAUSEWAY BAY (COTTON PATH),銅鑼灣(棉花路),铜锣湾(棉花路),
936A,I,1,CAUSEWAY BAY (COTTON PATH),銅鑼灣(棉花路),铜锣湾(棉花路),LEI MUK SHUE,梨木樹,梨木树,
945,O,1,YUEN LONG(FUNG CHEUNG ROAD),元朗(鳳翔路),元朗(凤翔路),NORTH POINT,北角,北角,
945,I,1,NORTH POINT,北角,北角,YUEN LONG(FUNG CHEUNG ROAD),元朗(鳳翔路),元朗(凤翔路),
948,O,1,TSING YI (CHEUNG ON ESTATE),青衣(長安邨),青衣(长安邨),CAUSEWAY BAY (TIN HAU),銅鑼灣(天后),铜锣湾(天后),
948,I,1,CAUSEWAY BAY (TIN HAU),銅鑼灣(天后),铜锣湾(天后),TSING YI (CHEUNG ON ESTATE),青衣(長安邨),青衣(长安邨),
948A,O,1,TSING YI (CHEUNG ON ESTATE),青衣(長安邨),青衣(长安邨),CAUSEWAY BAY (TIN HAU),銅鑼灣(天后),铜锣湾(天后),
948B,O,1,GREENFIELD GARDEN,翠怡花園,翠怡花园,CAUSEWAY BAY (TIN HAU),銅鑼灣(天后),铜锣湾(天后),
948E,O,1,TSING YI STATION,青衣站,青衣站,TAIKOO(KORNHILL PLAZA),太古(康怡廣場),太古(康怡广场),
948E,I,1,TAIKOO(KORNHILL PLAZA),太古(康怡廣場),太古(康怡广场),TSING YI STATION,青衣站,青衣站,
948P,O,1,TSING YI (CHEUNG ON ESTATE),青衣(長安邨),青衣(长安邨),CAUSEWAY BAY (TIN HAU),銅鑼灣(天后),铜锣湾(天后),
948X,O,1,TSING YI (CHEUNG WANG ESTATE),青衣(長宏邨),青衣(长宏邨),CAUSEWAY BAY (TIN HAU),銅鑼灣(天后),铜锣湾(天后),
960,O,1,TUEN MUN (KIN SANG ESTATE),屯門(建生邨),屯门(建生邨),EXHIBITION CENTRE STATION,會展站,会展站,
960,I,1,EXHIBITION CENTRE STATION,會展站,会展站,TUEN MUN (KIN SANG ESTATE),屯門(建生邨),屯门(建生邨),
960A,O,1,CENTRAL,中環,中环,TUEN MUN (FU TAI ESTATE),屯門(富泰邨),屯门(富泰邨),
960B,O,1,QUARRY BAY (KING'S ROAD),鰂魚涌(英皇道),鲗鱼涌(英皇道),TUEN MUN (KIN SANG ESTATE),屯門(建生邨),屯门(建生邨),
960B,I,1,TUEN MUN (KIN SANG ESTATE),屯門(建生邨),屯门(建生邨),QUARRY BAY (KING'S ROAD),鰂魚涌(英皇道),鲗鱼涌(英皇道),
960C,O,1,TUEN MUN (FU TAI ESTATE),屯門(富泰邨),屯门(富泰邨),CAUSEWAY BAY (VICTORIA PARK),銅鑼灣(維園),铜锣湾(维园),
960C,I,1,CAUSEWAY BAY,銅鑼灣,铜锣湾,FU TAI ESTATE,富泰邨,富泰邨,
960P,O,1,HUNG SHUI KIU (HUNG YUEN ROAD),洪水橋(洪元路),洪水桥(洪元路),CAUSEWAY BAY (VICTORIA PARK),銅鑼灣(維園),铜锣湾(维园),
960P,I,1,CAUSEWAY BAY,銅鑼灣,铜锣湾,HUNG SHUI KIU,洪水橋,洪水桥,
960S,O,1,TUEN MUN (FU TAI ESTATE),屯門(富泰邨),屯门(富泰邨),CAUSEWAY BAY (VICTORIA PARK),銅鑼灣(維園),铜锣湾(维园),
960S,I,1,CAUSEWAY BAY (VICTORIA PARK),銅鑼灣,铜锣湾,TUEN MUN (FU TAI ESTATE),屯門(富泰邨),屯门(富泰邨),
960X,O,1,HUNG SHUI KIU (HUNG YUEN ROAD),洪水橋(洪元路),洪水桥(洪元路),QUARRY BAY (KING'S ROAD),鰂魚涌(英皇道),鲗鱼涌(英皇道),
960X,I,1,QUARRY BAY (KING'S ROAD),鰂魚涌(英皇道),鲗鱼涌(英皇道),HUNG SHUI KIU,洪水橋,洪水桥,
961,O,1,TUEN MUN (SHAN KING ESTATE),屯門(山景邨),屯门(山景邨),Wan Chai (HKCECE),灣仔(會展),湾仔(会展),
961,O,3,TUEN MUN (SHAN KING ESTATE),屯門(山景邨),屯门(山景邨),Wan Chai (HKCECE),灣仔(會展),湾仔(会展),
961,I,1,Wan Chai (HKCECE),灣仔(會展),湾仔(会展),TUEN MUN (SHAN KING ESTATE),屯門(山景邨),屯门(山景邨),
961,I,3,Wan Chai (HKCECE),灣仔(會展),湾仔(会展),TUEN MUN (SHAN KING ESTATE),屯門(山景邨),屯门(山景邨),
961P,O,1,TUEN MUN (LEUNG KING ESTATE),屯門(良景邨),屯门(良景邨),CAUSEWAY BAY (VICTORIA PARK),銅鑼灣(維園),铜锣湾(维园),
961S,O,1,TUEN MUN (LEUNG KING ESTATE),屯門(良景邨),屯门(良景邨),CAUSEWAY BAY (VICTORIA PARK),銅鑼灣(維園),铜锣湾(维园),
961S,O,2,TUEN MUN (LEUNG KING ESTATE),屯門(良景邨),屯门(良景邨),CAUSEWAY BAY (VICTORIA PARK),銅鑼灣(維園),铜锣湾(维园),
968,O,1,YUEN LONG (WEST),元朗(西),元朗(西),CAUSEWAY BAY (TIN HAU),銅鑼灣(天后),铜锣湾(天后),
968,O,2,YUEN LONG PARK,元朗公園,元朗公园,CAUSEWAY BAY (TIN HAU),銅鑼灣(天后),铜锣湾(天后),
968,I,1,CAUSEWAY BAY (TIN HAU),銅鑼灣(天后),铜锣湾(天后),YUEN LONG (WEST),元朗(西),元朗(西),
968,I,3,FLEMING ROAD,菲林明道,菲林明道,YUEN LONG (WEST),元朗(西),元朗(西),
968A,O,1,YUEN LONG (WEST),元朗(西),元朗(西),CAUSEWAY BAY (TIN HAU),銅鑼灣(天后),铜锣湾(天后),
968X,O,1,YUEN LONG (TAK YIP STREET),元朗(德業街),元朗(德业街),QUARRY BAY (KING'S ROAD),鰂魚涌(英皇道),鲗鱼涌(英皇道),
968X,I,1,QUARRY BAY (KING'S ROAD),鰂魚涌(英皇道),鲗鱼涌(英皇道),YUEN LONG (TAK YIP STREET),元朗(德業街),元朗(德业街),
978,O,1,FANLING (WAH MING),粉嶺(華明),粉岭(华明),EXHIBITION CENTRE STATION,會展站,会展站,
978,I,1,EXHIBITION CENTRE STATION,會展站,会展站,FANLING (WAH MING),粉嶺(華明),粉岭(华明),
978A,O,1,FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),EXHIBITION CENTRE STATION,會展站,会展站,
978A,I,1,EXHIBITION CENTRE STATION,會展站,会展站,FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),
978B,O,1,CHI FUK CIRCUIT,粉嶺置福圍,粉岭置福围,EXHIBITION CENTRE STATION,會展站,会展站,
980A,O,1,SHEK MUN ESTATE,碩門邨,硕门邨,WAN CHAI (FLEMING ROAD),灣仔(菲林明道),湾仔(菲林明道),
980X,O,1,WU KAI SHA STATION,烏溪沙站,乌溪沙站,WAN CHAI (FLEMING ROAD),灣仔(菲林明道),湾仔(菲林明道),
