kmb_route,citybus_route,kmb_orig_en,kmb_dest_en,citybus_orig_en,citybus_dest_en,origin_match,dest_match,cross_match,match_type
98,798X,TSEUNG KWAN O INDUSTRIAL ESTATE,NGAU TAU KOK STATION (CIRCULAR),Tseung Kwan O Industrial Estate,Fo Tan (Chun Yeung Estate) (via: Sha Tin),True,False,False,name_similarity
98,N121,TSEUNG KWAN O INDUSTRIAL ESTATE,NGAU TAU KOK STATION (CIRCULAR),Central (Macau Ferry),Ngau Tau Kok,False,True,False,name_similarity
98,793,TSEUNG KWAN O INDUSTRIAL ESTATE,NGAU TAU KOK STATION,Tseung Kwan O Industrial Estate,So Uk,True,False,False,name_similarity
98,795,TSEUNG KWAN O INDUSTRIAL ESTATE,NGAU TAU KOK STATION,Tseung Kwan O Industrial Estate (via: LOHAS Park),Cheung Sha Wan (Hoi Tat),True,False,False,name_similarity
98,796S,TSEUNG KWAN O INDUSTRIAL ESTATE,NGAU TAU KOK STATION,Tseung Kwan O Station,Ngau Tau Kok Station,False,True,False,name_similarity
98,796X,TSEUNG KWAN O INDUSTRIAL ESTATE,NGAU TAU KOK STATION,Tseung Kwan O Industrial Estate / Tseung Kwan O Station,Tsim Sha Tsui East,True,False,False,name_similarity
98,797,TSEUNG KWAN O INDUSTRIAL ESTATE,NGAU TAU KOK STATION,LOHAS Park / Tseung Kwan O Industrial Estate,San Po Kong,True,False,False,name_similarity
98,798P,TSEUNG KWAN O INDUSTRIAL ESTATE,NGAU TAU KOK STATION,Tseung Kwan O Industrial Estate,Tai Wai Station (via: Sha Tin),True,False,False,name_similarity
98,798X,TSEUNG KWAN O INDUSTRIAL ESTATE,NGAU TAU KOK STATION,Tseung Kwan O Industrial Estate,Fo Tan (Chun Yeung Estate) (via: Sha Tin),True,False,False,name_similarity
98,N121,TSEUNG KWAN O INDUSTRIAL ESTATE,NGAU TAU KOK STATION,Central (Macau Ferry),Ngau Tau Kok,False,True,False,name_similarity
98A,796S,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),NGAU TAU KOK STATION (CIRCULAR),Tseung Kwan O Station,Ngau Tau Kok Station,False,True,False,name_similarity
98A,N121,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),NGAU TAU KOK STATION (CIRCULAR),Central (Macau Ferry),Ngau Tau Kok,False,True,False,name_similarity
98A,796S,NGAU TAU KOK STATION,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Tseung Kwan O Station,Ngau Tau Kok Station,False,False,True,name_similarity
98A,N121,NGAU TAU KOK STATION,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Central (Macau Ferry),Ngau Tau Kok,False,False,True,name_similarity
98B,101,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),KWUN TONG,Kennedy Town,Kwun Tong (Yue Man Square),False,True,False,name_similarity
98B,101R,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),KWUN TONG,Happy Valley Racecourse,Kwun Tong (Yue Man Square),False,True,False,name_similarity
98B,101X,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),KWUN TONG,Kennedy Town,Kwun Tong (Yue Man Square),False,True,False,name_similarity
98B,55,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),KWUN TONG,Tuen Mun (Ching Tin and Wo Tin),Kwun Tong Ferry Pier,False,True,False,name_similarity
98B,78C,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),KWUN TONG,Queen's Hill Fanling,Kai Tak (Via: Kwun Tong),False,True,False,name_similarity
98B,78P,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),KWUN TONG,Queen's Hill Fanling,Kwun Tong,False,True,False,name_similarity
98B,78X,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),KWUN TONG,Queen's Hill Fanling,Kai Tak (via: Kwun Tong),False,True,False,name_similarity
98C,102,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),MEI FOO,Shau Kei Wan,Mei Foo,False,True,False,name_similarity
98C,102P,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),MEI FOO,Shau Kei Wan,Mei Foo,False,True,False,name_similarity
98C,102R,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),MEI FOO,Happy Valley Racecourse,Mei Foo,False,True,False,name_similarity
98C,795X,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),MEI FOO,Oscar by the Sea (via: Sheung Tak),So Uk (via: Mong Kok and Mei Foo),False,True,False,name_similarity
98C,N122,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),MEI FOO,Shau Kei Wan,Mei Foo,False,True,False,name_similarity
98C,102,MEI FOO,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Shau Kei Wan,Mei Foo,False,False,True,name_similarity
98C,102P,MEI FOO,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Shau Kei Wan,Mei Foo,False,False,True,name_similarity
98C,102R,MEI FOO,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Happy Valley Racecourse,Mei Foo,False,False,True,name_similarity
98C,795X,MEI FOO,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Oscar by the Sea (via: Sheung Tak),So Uk (via: Mong Kok and Mei Foo),False,False,True,name_similarity
98C,N122,MEI FOO,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Shau Kei Wan,Mei Foo,False,False,True,name_similarity
98D,796P,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),TSIM SHA TSUI EAST,Tseung Kwan O Station,Tsim Sha Tsui East,False,True,False,name_similarity
98D,796X,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),TSIM SHA TSUI EAST,Tseung Kwan O Industrial Estate / Tseung Kwan O Station,Tsim Sha Tsui East,False,True,False,name_similarity
98D,H1,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),TSIM SHA TSUI EAST,Central Ferry - Star Ferry,Tsim Sha Tsui,False,True,False,name_similarity
98D,H2,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),TSIM SHA TSUI EAST,Central Ferry - Star Ferry,Tsim Sha Tsui,False,True,False,name_similarity
98D,796P,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),TSIM SHA TSUI EAST,Tseung Kwan O Station,Tsim Sha Tsui East,False,True,False,name_similarity
98D,796X,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),TSIM SHA TSUI EAST,Tseung Kwan O Industrial Estate / Tseung Kwan O Station,Tsim Sha Tsui East,False,True,False,name_similarity
98D,H1,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),TSIM SHA TSUI EAST,Central Ferry - Star Ferry,Tsim Sha Tsui,False,True,False,name_similarity
98D,H2,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),TSIM SHA TSUI EAST,Central Ferry - Star Ferry,Tsim Sha Tsui,False,True,False,name_similarity
98D,796P,LOHAS PARK STATION,TSIM SHA TSUI EAST,Tseung Kwan O Station,Tsim Sha Tsui East,False,True,False,name_similarity
98D,796R,LOHAS PARK STATION,TSIM SHA TSUI EAST,Hong Kong Coliseum,LOHAS Park,False,False,True,name_similarity
98D,796X,LOHAS PARK STATION,TSIM SHA TSUI EAST,Tseung Kwan O Industrial Estate / Tseung Kwan O Station,Tsim Sha Tsui East,False,True,False,name_similarity
98D,A28,LOHAS PARK STATION,TSIM SHA TSUI EAST,LOHAS Park,Airport (via HZMB Hong Kong Port),True,False,False,name_similarity
98D,H1,LOHAS PARK STATION,TSIM SHA TSUI EAST,Central Ferry - Star Ferry,Tsim Sha Tsui,False,True,False,name_similarity
98D,H2,LOHAS PARK STATION,TSIM SHA TSUI EAST,Central Ferry - Star Ferry,Tsim Sha Tsui,False,True,False,name_similarity
98D,N796,LOHAS PARK STATION,TSIM SHA TSUI EAST,LOHAS Park,Mongkok (via Tsim Sha Tsui),True,False,False,name_similarity
98D,SP9,LOHAS PARK STATION,TSIM SHA TSUI EAST,Kai Tak Sports Park,LOHAS Park,False,False,True,name_similarity
98D,796P,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),TSIM SHA TSUI EAST,Tseung Kwan O Station,Tsim Sha Tsui East,False,True,False,name_similarity
98D,796X,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),TSIM SHA TSUI EAST,Tseung Kwan O Industrial Estate / Tseung Kwan O Station,Tsim Sha Tsui East,False,True,False,name_similarity
98D,H1,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),TSIM SHA TSUI EAST,Central Ferry - Star Ferry,Tsim Sha Tsui,False,True,False,name_similarity
98D,H2,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),TSIM SHA TSUI EAST,Central Ferry - Star Ferry,Tsim Sha Tsui,False,True,False,name_similarity
98D,796P,TSIM SHA TSUI EAST,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Tseung Kwan O Station,Tsim Sha Tsui East,False,False,True,name_similarity
98D,796X,TSIM SHA TSUI EAST,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Tseung Kwan O Industrial Estate / Tseung Kwan O Station,Tsim Sha Tsui East,False,False,True,name_similarity
98D,H1,TSIM SHA TSUI EAST,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Central Ferry - Star Ferry,Tsim Sha Tsui,False,False,True,name_similarity
98D,H2,TSIM SHA TSUI EAST,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Central Ferry - Star Ferry,Tsim Sha Tsui,False,False,True,name_similarity
98E,102,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),MEI FOO,Shau Kei Wan,Mei Foo,False,True,False,name_similarity
98E,102P,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),MEI FOO,Shau Kei Wan,Mei Foo,False,True,False,name_similarity
98E,102R,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),MEI FOO,Happy Valley Racecourse,Mei Foo,False,True,False,name_similarity
98E,795X,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),MEI FOO,Oscar by the Sea (via: Sheung Tak),So Uk (via: Mong Kok and Mei Foo),False,True,False,name_similarity
98E,N122,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),MEI FOO,Shau Kei Wan,Mei Foo,False,True,False,name_similarity
98E,102,MEI FOO,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Shau Kei Wan,Mei Foo,False,False,True,name_similarity
98E,102P,MEI FOO,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Shau Kei Wan,Mei Foo,False,False,True,name_similarity
98E,102R,MEI FOO,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Happy Valley Racecourse,Mei Foo,False,False,True,name_similarity
98E,795X,MEI FOO,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Oscar by the Sea (via: Sheung Tak),So Uk (via: Mong Kok and Mei Foo),False,False,True,name_similarity
98E,N122,MEI FOO,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Shau Kei Wan,Mei Foo,False,False,True,name_similarity
98P,690,HONG SING GARDEN,TSIM SHA TSUI EAST,Central (Exchange Square),Tseung Kwan O (Hong Sing Garden),False,False,True,name_similarity
98P,690P,HONG SING GARDEN,TSIM SHA TSUI EAST,Tseung Kwan O (Hong Sing Garden),Central (Exchange Square),True,False,False,name_similarity
98P,796P,HONG SING GARDEN,TSIM SHA TSUI EAST,Tseung Kwan O Station,Tsim Sha Tsui East,False,True,False,name_similarity
98P,796X,HONG SING GARDEN,TSIM SHA TSUI EAST,Tseung Kwan O Industrial Estate / Tseung Kwan O Station,Tsim Sha Tsui East,False,True,False,name_similarity
98P,798A,HONG SING GARDEN,TSIM SHA TSUI EAST,Tseung Kwan O (Hong Sing Garden),Sha Tin Station,True,False,False,name_similarity
98P,E22A,HONG SING GARDEN,TSIM SHA TSUI EAST,Tseung Kwan O (Hong Sing Garden),SKYCITY,True,False,False,name_similarity
98P,H1,HONG SING GARDEN,TSIM SHA TSUI EAST,Central Ferry - Star Ferry,Tsim Sha Tsui,False,True,False,name_similarity
98P,H2,HONG SING GARDEN,TSIM SHA TSUI EAST,Central Ferry - Star Ferry,Tsim Sha Tsui,False,True,False,name_similarity
98P,N29,HONG SING GARDEN,TSIM SHA TSUI EAST,Tseung Kwan O (Hong Sing Garden),Tung Chung Station,True,False,False,name_similarity
98P,796P,TSIM SHA TSUI EAST,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Tseung Kwan O Station,Tsim Sha Tsui East,False,False,True,name_similarity
98P,796X,TSIM SHA TSUI EAST,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Tseung Kwan O Industrial Estate / Tseung Kwan O Station,Tsim Sha Tsui East,False,False,True,name_similarity
98P,H1,TSIM SHA TSUI EAST,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Central Ferry - Star Ferry,Tsim Sha Tsui,False,False,True,name_similarity
98P,H2,TSIM SHA TSUI EAST,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Central Ferry - Star Ferry,Tsim Sha Tsui,False,False,True,name_similarity
98R,50R,HONG KONG COLISEUM,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Hong Kong Coliseum,Tuen Mun (Ching Tin and Wo Tin),True,False,False,name_similarity
98R,796R,HONG KONG COLISEUM,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Hong Kong Coliseum,LOHAS Park,True,False,False,name_similarity
98S,102,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),MEI FOO,Shau Kei Wan,Mei Foo,False,True,False,name_similarity
98S,102P,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),MEI FOO,Shau Kei Wan,Mei Foo,False,True,False,name_similarity
98S,102R,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),MEI FOO,Happy Valley Racecourse,Mei Foo,False,True,False,name_similarity
98S,795X,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),MEI FOO,Oscar by the Sea (via: Sheung Tak),So Uk (via: Mong Kok and Mei Foo),False,True,False,name_similarity
98S,N122,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),MEI FOO,Shau Kei Wan,Mei Foo,False,True,False,name_similarity
98S,102,MEI FOO,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Shau Kei Wan,Mei Foo,False,False,True,name_similarity
98S,102P,MEI FOO,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Shau Kei Wan,Mei Foo,False,False,True,name_similarity
98S,102R,MEI FOO,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Happy Valley Racecourse,Mei Foo,False,False,True,name_similarity
98S,795X,MEI FOO,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Oscar by the Sea (via: Sheung Tak),So Uk (via: Mong Kok and Mei Foo),False,False,True,name_similarity
98S,N122,MEI FOO,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),Shau Kei Wan,Mei Foo,False,False,True,name_similarity
99,792M,HENG ON,SAI KUNG,Tseung Kwan O Station,Sai Kung,False,True,False,name_similarity
99,792M,SAI KUNG,HENG ON,Tseung Kwan O Station,Sai Kung,False,False,True,name_similarity
99R,582,UNIVERSITY STATION,SAI KUNG NORTH (SAI KUNG POLICE STATION),Pak Shek Kok (Via University Station),Sai Sha and Shap Sze Heung,True,False,False,name_similarity
99R,792M,UNIVERSITY STATION,SAI KUNG NORTH (SAI KUNG POLICE STATION),Tseung Kwan O Station,Sai Kung,False,True,False,name_similarity
99R,792M,SAI KUNG NORTH (SAI KUNG POLICE STATION),UNIVERSITY STATION,Tseung Kwan O Station,Sai Kung,False,False,True,name_similarity
101,101,KWUN TONG (YUE MAN SQUARE),KENNEDY TOWN,Kennedy Town,Kwun Tong (Yue Man Square),False,False,True,name_similarity
101,101R,KWUN TONG (YUE MAN SQUARE),KENNEDY TOWN,Happy Valley Racecourse,Kwun Tong (Yue Man Square),False,False,True,name_similarity
101,101X,KWUN TONG (YUE MAN SQUARE),KENNEDY TOWN,Kennedy Town,Kwun Tong (Yue Man Square),False,False,True,name_similarity
101,18,KWUN TONG (YUE MAN SQUARE),KENNEDY TOWN,North Point (Healthy Street Central),Kennedy Town (Belcher Bay) / Sheung Wan,False,True,False,name_similarity
101,18X,KWUN TONG (YUE MAN SQUARE),KENNEDY TOWN,Shau Kei Wan,Kennedy Town (Belcher Bay),False,True,False,name_similarity
101,43R,KWUN TONG (YUE MAN SQUARE),KENNEDY TOWN,Kennedy Town Station,Kennedy Town,False,True,False,name_similarity
101,78P,KWUN TONG (YUE MAN SQUARE),KENNEDY TOWN,Queen's Hill Fanling,Kwun Tong,False,False,True,name_similarity
101,88X,KWUN TONG (YUE MAN SQUARE),KENNEDY TOWN,Siu Sai Wan (Island Resort),Kennedy Town (Belcher Bay),False,True,False,name_similarity
101,N8X,KWUN TONG (YUE MAN SQUARE),KENNEDY TOWN,Siu Sai Wan (Island Resort),Kennedy Town,False,True,False,name_similarity
101,101,KWUN TONG (YUE MAN SQUARE),DES VOEUX RD CENTRAL,Kennedy Town,Kwun Tong (Yue Man Square),False,False,True,name_similarity
101,101R,KWUN TONG (YUE MAN SQUARE),DES VOEUX RD CENTRAL,Happy Valley Racecourse,Kwun Tong (Yue Man Square),False,False,True,name_similarity
101,101X,KWUN TONG (YUE MAN SQUARE),DES VOEUX RD CENTRAL,Kennedy Town,Kwun Tong (Yue Man Square),False,False,True,name_similarity
101,1P,KWUN TONG (YUE MAN SQUARE),DES VOEUX RD CENTRAL,Wong Nai Chung Road (Broadwood Road),Central,False,True,False,name_similarity
101,37A,KWUN TONG (YUE MAN SQUARE),DES VOEUX RD CENTRAL,Chi Fu Fa Yuen,Central,False,True,False,name_similarity
101,4,KWUN TONG (YUE MAN SQUARE),DES VOEUX RD CENTRAL,Wong Chuk Hang / Wah Fu (South),Central,False,True,False,name_similarity
101,78P,KWUN TONG (YUE MAN SQUARE),DES VOEUX RD CENTRAL,Queen's Hill Fanling,Kwun Tong,False,False,True,name_similarity
101,88R,KWUN TONG (YUE MAN SQUARE),DES VOEUX RD CENTRAL,City One Shatin,Central,False,True,False,name_similarity
101,101,KWUN TONG (YUE MAN SQUARE),BELCHER'S STREET,Kennedy Town,Kwun Tong (Yue Man Square),False,False,True,name_similarity
101,101R,KWUN TONG (YUE MAN SQUARE),BELCHER'S STREET,Happy Valley Racecourse,Kwun Tong (Yue Man Square),False,False,True,name_similarity
101,101X,KWUN TONG (YUE MAN SQUARE),BELCHER'S STREET,Kennedy Town,Kwun Tong (Yue Man Square),False,False,True,name_similarity
101,78P,KWUN TONG (YUE MAN SQUARE),BELCHER'S STREET,Queen's Hill Fanling,Kwun Tong,False,False,True,name_similarity
101,18,MOK CHEONG STREET,KENNEDY TOWN,North Point (Healthy Street Central),Kennedy Town (Belcher Bay) / Sheung Wan,False,True,False,name_similarity
101,18X,MOK CHEONG STREET,KENNEDY TOWN,Shau Kei Wan,Kennedy Town (Belcher Bay),False,True,False,name_similarity
101,43R,MOK CHEONG STREET,KENNEDY TOWN,Kennedy Town Station,Kennedy Town,False,True,False,name_similarity
101,88X,MOK CHEONG STREET,KENNEDY TOWN,Siu Sai Wan (Island Resort),Kennedy Town (Belcher Bay),False,True,False,name_similarity
101,N8X,MOK CHEONG STREET,KENNEDY TOWN,Siu Sai Wan (Island Resort),Kennedy Town,False,True,False,name_similarity
101,10,KENNEDY TOWN,KWUN TONG (YUE MAN SQUARE),Kennedy Town,North Point Ferry Pier,True,False,False,name_similarity
101,101,KENNEDY TOWN,KWUN TONG (YUE MAN SQUARE),Kennedy Town,Kwun Tong (Yue Man Square),True,True,False,name_similarity
101,101R,KENNEDY TOWN,KWUN TONG (YUE MAN SQUARE),Happy Valley Racecourse,Kwun Tong (Yue Man Square),False,True,False,name_similarity
101,101X,KENNEDY TOWN,KWUN TONG (YUE MAN SQUARE),Kennedy Town,Kwun Tong (Yue Man Square),True,True,False,name_similarity
101,104,KENNEDY TOWN,KWUN TONG (YUE MAN SQUARE),Kennedy Town,Pak Tin Estate,True,False,False,name_similarity
101,113,KENNEDY TOWN,KWUN TONG (YUE MAN SQUARE),Kennedy Town (Belcher Bay),Choi Hung,True,False,False,name_similarity
101,18,KENNEDY TOWN,KWUN TONG (YUE MAN SQUARE),North Point (Healthy Street Central),Kennedy Town (Belcher Bay) / Sheung Wan,False,False,True,name_similarity
101,18P,KENNEDY TOWN,KWUN TONG (YUE MAN SQUARE),Kennedy Town (Belcher Bay),North Point (Healthy Street Central),True,False,False,name_similarity
101,18X,KENNEDY TOWN,KWUN TONG (YUE MAN SQUARE),Shau Kei Wan,Kennedy Town (Belcher Bay),False,False,True,name_similarity
101,43R,KENNEDY TOWN,KWUN TONG (YUE MAN SQUARE),Kennedy Town Station,Kennedy Town,True,False,True,name_similarity
101,47P,KENNEDY TOWN,KWUN TONG (YUE MAN SQUARE),Kennedy Town (Belcher Bay),Wong Chuk Hang,True,False,False,name_similarity
101,5B,KENNEDY TOWN,KWUN TONG (YUE MAN SQUARE),Felix Villas / Kennedy Town,Causeway Bay / Hong Kong Stadium,True,False,False,name_similarity
101,5X,KENNEDY TOWN,KWUN TONG (YUE MAN SQUARE),Kennedy Town,Causeway Bay (Whitfield Road),True,False,False,name_similarity
101,78P,KENNEDY TOWN,KWUN TONG (YUE MAN SQUARE),Queen's Hill Fanling,Kwun Tong,False,True,False,name_similarity
101,88X,KENNEDY TOWN,KWUN TONG (YUE MAN SQUARE),Siu Sai Wan (Island Resort),Kennedy Town (Belcher Bay),False,False,True,name_similarity
101,904,KENNEDY TOWN,KWUN TONG (YUE MAN SQUARE),Kennedy Town (Belcher Bay),Lai Chi Kok,True,False,False,name_similarity
101,N8X,KENNEDY TOWN,KWUN TONG (YUE MAN SQUARE),Siu Sai Wan (Island Resort),Kennedy Town,False,False,True,name_similarity
101,101,DES VOEUX RD CENTRAL,KWUN TONG (YUE MAN SQUARE),Kennedy Town,Kwun Tong (Yue Man Square),False,True,False,name_similarity
101,101R,DES VOEUX RD CENTRAL,KWUN TONG (YUE MAN SQUARE),Happy Valley Racecourse,Kwun Tong (Yue Man Square),False,True,False,name_similarity
101,101X,DES VOEUX RD CENTRAL,KWUN TONG (YUE MAN SQUARE),Kennedy Town,Kwun Tong (Yue Man Square),False,True,False,name_similarity
101,15,DES VOEUX RD CENTRAL,KWUN TONG (YUE MAN SQUARE),Central,The Peak,True,False,False,name_similarity
101,1P,DES VOEUX RD CENTRAL,KWUN TONG (YUE MAN SQUARE),Wong Nai Chung Road (Broadwood Road),Central,False,False,True,name_similarity
101,37A,DES VOEUX RD CENTRAL,KWUN TONG (YUE MAN SQUARE),Chi Fu Fa Yuen,Central,False,False,True,name_similarity
101,4,DES VOEUX RD CENTRAL,KWUN TONG (YUE MAN SQUARE),Wong Chuk Hang / Wah Fu (South),Central,False,False,True,name_similarity
101,78P,DES VOEUX RD CENTRAL,KWUN TONG (YUE MAN SQUARE),Queen's Hill Fanling,Kwun Tong,False,True,False,name_similarity
101,88R,DES VOEUX RD CENTRAL,KWUN TONG (YUE MAN SQUARE),City One Shatin,Central,False,False,True,name_similarity
101R,101,HAPPY VALLEY RACE COURSE,KWUN TONG (YUE MAN SQUARE),Kennedy Town,Kwun Tong (Yue Man Square),False,True,False,name_similarity
101R,101R,HAPPY VALLEY RACE COURSE,KWUN TONG (YUE MAN SQUARE),Happy Valley Racecourse,Kwun Tong (Yue Man Square),True,True,False,name_similarity
101R,101X,HAPPY VALLEY RACE COURSE,KWUN TONG (YUE MAN SQUARE),Kennedy Town,Kwun Tong (Yue Man Square),False,True,False,name_similarity
101R,102R,HAPPY VALLEY RACE COURSE,KWUN TONG (YUE MAN SQUARE),Happy Valley Racecourse,Mei Foo,True,False,False,name_similarity
101R,78P,HAPPY VALLEY RACE COURSE,KWUN TONG (YUE MAN SQUARE),Queen's Hill Fanling,Kwun Tong,False,True,False,name_similarity
101X,101,KWUN TONG (YUE MAN SQUARE),KENNEDY TOWN,Kennedy Town,Kwun Tong (Yue Man Square),False,False,True,name_similarity
101X,101R,KWUN TONG (YUE MAN SQUARE),KENNEDY TOWN,Happy Valley Racecourse,Kwun Tong (Yue Man Square),False,False,True,name_similarity
101X,101X,KWUN TONG (YUE MAN SQUARE),KENNEDY TOWN,Kennedy Town,Kwun Tong (Yue Man Square),False,False,True,name_similarity
101X,18,KWUN TONG (YUE MAN SQUARE),KENNEDY TOWN,North Point (Healthy Street Central),Kennedy Town (Belcher Bay) / Sheung Wan,False,True,False,name_similarity
101X,18X,KWUN TONG (YUE MAN SQUARE),KENNEDY TOWN,Shau Kei Wan,Kennedy Town (Belcher Bay),False,True,False,name_similarity
