kmb_route,citybus_route,area,kmb_orig_en,kmb_dest_en,citybus_orig_en,citybus_dest_en,match_type
35X,H2,tsim_sha_tsui,TSIM SHA TSUI EAST,KWAI CHUNG (ON YAM ESTATE),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
35X,N21,tsim_sha_tsui,TSIM SHA TSUI EAST,KWAI CHUNG (ON YAM ESTATE),Tsim Sha Tsui (Star Ferry),Airport (Ground Transportation Centre),geographic_area
35X,N21A,tsim_sha_tsui,TSIM SHA TSUI EAST,KWAI CHUNG (ON YAM ESTATE),Tsim Sha Tsui (Star Ferry),Airport (via Yat Tung Estate),geographic_area
35X,N50,tsim_sha_tsui,TSIM SHA TSUI EAST,KWAI CHUNG (ON YAM ESTATE),Tuen Mun (Ching Tin and Wo Tin),Tsim Sha Tsui (Kowloon Station),geographic_area
35X,N796,tsim_sha_tsui,TSIM SHA TSUI EAST,KWAI CHUNG (ON YAM ESTATE),LOHAS Park,Mongkok (via Tsim Sha Tsui),geographic_area
36X,110,tsim_sha_tsui,LEI MUK SHUE,TSIM SHA TSUI EAST (MODY ROAD),Shau Kei Wan,Tsim Sha Tsui (Mody Road),geographic_area
36X,173R,tsim_sha_tsui,LEI MUK SHUE,TSIM SHA TSUI EAST (MODY ROAD),Stanley,Tsim Sha Tsui (Mody Road),geographic_area
36X,20R,tsim_sha_tsui,LEI MUK SHUE,TSIM SHA TSUI EAST (MODY ROAD),Kai Tak Cruise Terminal,Tsim Sha Tsui / High Speed Rail West Kowloon Station,geographic_area
36X,50,tsim_sha_tsui,LEI MUK SHUE,TSIM SHA TSUI EAST (MODY ROAD),Tuen Mun (Ching Tin and Wo Tin),Tsim Sha Tsui (Kowloon Station),geographic_area
36X,790,tsim_sha_tsui,LEI MUK SHUE,TSIM SHA TSUI EAST (MODY ROAD),Oscar By The Sea (via: LOHAS Park),Tsim Sha Tsui (Mody Road),geographic_area
36X,796P,tsim_sha_tsui,LEI MUK SHUE,TSIM SHA TSUI EAST (MODY ROAD),Tseung Kwan O Station,Tsim Sha Tsui East,geographic_area
36X,796X,tsim_sha_tsui,LEI MUK SHUE,TSIM SHA TSUI EAST (MODY ROAD),Tseung Kwan O Industrial Estate / Tseung Kwan O Station,Tsim Sha Tsui East,geographic_area
36X,973,tsim_sha_tsui,LEI MUK SHUE,TSIM SHA TSUI EAST (MODY ROAD),Tsim Sha Tsui (Mody Road),Stanley Market,geographic_area
36X,A25,tsim_sha_tsui,LEI MUK SHUE,TSIM SHA TSUI EAST (MODY ROAD),Kai Tak (via Tsim Sha Tsui),Airport (via HZMB Hong Kong Port),geographic_area
36X,H1,tsim_sha_tsui,LEI MUK SHUE,TSIM SHA TSUI EAST (MODY ROAD),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
36X,H2,tsim_sha_tsui,LEI MUK SHUE,TSIM SHA TSUI EAST (MODY ROAD),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
36X,N21,tsim_sha_tsui,LEI MUK SHUE,TSIM SHA TSUI EAST (MODY ROAD),Tsim Sha Tsui (Star Ferry),Airport (Ground Transportation Centre),geographic_area
36X,N21A,tsim_sha_tsui,LEI MUK SHUE,TSIM SHA TSUI EAST (MODY ROAD),Tsim Sha Tsui (Star Ferry),Airport (via Yat Tung Estate),geographic_area
36X,N50,tsim_sha_tsui,LEI MUK SHUE,TSIM SHA TSUI EAST (MODY ROAD),Tuen Mun (Ching Tin and Wo Tin),Tsim Sha Tsui (Kowloon Station),geographic_area
36X,N796,tsim_sha_tsui,LEI MUK SHUE,TSIM SHA TSUI EAST (MODY ROAD),LOHAS Park,Mongkok (via Tsim Sha Tsui),geographic_area
36X,110,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),LEI MUK SHUE,Shau Kei Wan,Tsim Sha Tsui (Mody Road),geographic_area
36X,173R,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),LEI MUK SHUE,Stanley,Tsim Sha Tsui (Mody Road),geographic_area
36X,20R,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),LEI MUK SHUE,Kai Tak Cruise Terminal,Tsim Sha Tsui / High Speed Rail West Kowloon Station,geographic_area
36X,50,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),LEI MUK SHUE,Tuen Mun (Ching Tin and Wo Tin),Tsim Sha Tsui (Kowloon Station),geographic_area
36X,790,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),LEI MUK SHUE,Oscar By The Sea (via: LOHAS Park),Tsim Sha Tsui (Mody Road),geographic_area
36X,796P,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),LEI MUK SHUE,Tseung Kwan O Station,Tsim Sha Tsui East,geographic_area
36X,796X,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),LEI MUK SHUE,Tseung Kwan O Industrial Estate / Tseung Kwan O Station,Tsim Sha Tsui East,geographic_area
36X,973,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),LEI MUK SHUE,Tsim Sha Tsui (Mody Road),Stanley Market,geographic_area
36X,A25,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),LEI MUK SHUE,Kai Tak (via Tsim Sha Tsui),Airport (via HZMB Hong Kong Port),geographic_area
36X,H1,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),LEI MUK SHUE,Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
36X,H2,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),LEI MUK SHUE,Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
36X,N21,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),LEI MUK SHUE,Tsim Sha Tsui (Star Ferry),Airport (Ground Transportation Centre),geographic_area
36X,N21A,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),LEI MUK SHUE,Tsim Sha Tsui (Star Ferry),Airport (via Yat Tung Estate),geographic_area
36X,N50,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),LEI MUK SHUE,Tuen Mun (Ching Tin and Wo Tin),Tsim Sha Tsui (Kowloon Station),geographic_area
36X,N796,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),LEI MUK SHUE,LOHAS Park,Mongkok (via Tsim Sha Tsui),geographic_area
37,1,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Macau Ferry),Happy Valley (Upper),geographic_area
37,104R,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Ferry Piers),Mong Kok,geographic_area
37,109,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Macau Ferry),Ho Man Tin Estate,geographic_area
37,11,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Ferry Piers),Jardine's Lookout,geographic_area
37,111,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Macau Ferry),Ping Shek Estate,geographic_area
37,111P,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Choi Fook Estate,Central (Macau Ferry),geographic_area
37,115,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Macau Ferry),Kowloon City Ferry Pier,geographic_area
37,115P,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Laguna Verde,Central (Macau Ferry),geographic_area
37,116,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Quarry Bay (Yau Man Street),Tsz Wan Shan (Central),geographic_area
37,12,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central Pier 3,Robinson Road / Park Road,geographic_area
37,15,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central,The Peak,geographic_area
37,15C,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Hong Kong Observation Wheel),Garden Road,geographic_area
37,170,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Wah Fu (Central),Sha Tin Station,geographic_area
37,18,central,OLYMPIC STATION,KWAI SHING (CENTRAL),North Point (Healthy Street Central),Kennedy Town (Belcher Bay) / Sheung Wan,geographic_area
37,182,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Macau Ferry),Sha Tin (Yu Chui Court),geographic_area
37,182X,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Macau Ferry),Sha Tin (Yu Chui Court),geographic_area
37,18P,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Kennedy Town (Belcher Bay),North Point (Healthy Street Central),geographic_area
37,1P,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Wong Nai Chung Road (Broadwood Road),Central,geographic_area
37,2,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Grand Promenade,Central (Macau Ferry),geographic_area
37,25,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Pier 3/5),Braemar Hill,geographic_area
37,260,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Exchange Square),Stanley Market,geographic_area
37,307,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Tai Po Centre,Central (Ferry Piers) / Sheung Wan,geographic_area
37,37A,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Chi Fu Fa Yuen,Central,geographic_area
37,3A,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Star Ferry),Felix Villas,geographic_area
37,4,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Wong Chuk Hang / Wah Fu (South),Central,geographic_area
37,41A,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Wah Fu (Central),North Point Ferry Pier,geographic_area
37,4X,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Wah Fu (South),Central (Exchange Square),geographic_area
37,511,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Tai Hang Drive,Central (Ferry Piers),geographic_area
37,580,central,OLYMPIC STATION,KWAI SHING (CENTRAL),GO PARK Sai Sha,Sha Tin Central,geographic_area
37,6,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Exchange Square),Stanley Market,geographic_area
37,619,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Macau Ferry),Shun Lee Estate,geographic_area
37,619P,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Shun Lee Estate,Central (Macau Ferry),geographic_area
37,619X,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Shun Lee Estate,Central (Macau Ferry),geographic_area
37,621,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Laguna City,Central (Hong Kong Station),geographic_area
37,629,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Star Ferry),Ocean Park (Main Entrance / Water World),geographic_area
37,641,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Macau Ferry),Kai Tak (Kai Ching Estate),geographic_area
37,66,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Exchange Square),Stanley Plaza (Ma Hang),geographic_area
37,679,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Queen's Hill Fanling,Central (Hong Kong Station),geographic_area
37,680X,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Macau Ferry Pier),Ma On Shan (Wu Kai Sha Station),geographic_area
37,681,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Hong Kong Station),Ma On Shan Town Centre,geographic_area
37,690,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Exchange Square),Tseung Kwan O (Hong Sing Garden),geographic_area
37,690P,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Tseung Kwan O (Hong Sing Garden),Central (Exchange Square),geographic_area
37,690S,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Exchange Square),Hang Hau (via: LOHAS Park),geographic_area
37,6A,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Exchange Square),Stanley Fort (Gate),geographic_area
37,6X,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Exchange Square),Stanley Market,geographic_area
37,7,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Shek Pai Wan,Central (Ferry Piers),geographic_area
37,70,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Wah Kwai (via: Aberdeen),Central (Exchange Square),geographic_area
37,70P,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Shek Pai Wan (via: Aberdeen),Central (Exchange Square),geographic_area
37,71,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Wong Chuk Hang,Central (Rumsey Street),geographic_area
37,71P,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Sham Wan,Central (Ferry Piers),geographic_area
37,720,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Grand Promenade,Central (Macau Ferry / Wing Wo Street),geographic_area
37,720A,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Grand Promenade,Admiralty (Admiralty Centre)/ Central (Pedder Street),geographic_area
37,720P,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Taikoo Shing,Central (Wing Wo Street),geographic_area
37,720X,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Grand Promenade,Central (Rumsey Street),geographic_area
37,722,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Yiu Tung Estate,Central (Ferry Piers),geographic_area
37,75,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Sham Wan,Central (Exchange Square),geographic_area
37,780,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Chai Wan (East),Central (Ferry Piers),geographic_area
37,780P,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Hing Wah (via Causeway Bay),Central (Ferry Piers),geographic_area
37,788,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Siu Sai Wan (Island Resort),Central (Macau Ferry),geographic_area
37,88R,central,OLYMPIC STATION,KWAI SHING (CENTRAL),City One Shatin,Central,geographic_area
37,90,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Ap Lei Chau Estate,Central (Exchange Square),geographic_area
37,90C,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Main Street Ap Lei Chau,Central (Jardine House),geographic_area
37,91,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Ap Lei Chau Estate,Central (Ferry Piers),geographic_area
37,94A,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Wah Fu (Central),Lei Tung Estate,geographic_area
37,97,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Lei Tung Estate,Central (Exchange Square),geographic_area
37,979,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Queen's Hill Fanling,Central (Hong Kong Station),geographic_area
37,H1,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
37,H1S,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central Ferry - Star Ferry,West Kowloon Cultural District,geographic_area
37,H2,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
37,H2K,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central Ferry - Star Ferry,West Kowloon Cultural District,geographic_area
37,H3,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central Ferry - Hong Kong Observation Wheel,Stanley Village / Stanley Market,geographic_area
37,H4,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Stanley Village / Stanley Market,Central Ferry - Hong Kong Observation Wheel,geographic_area
37,N11,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Macau Ferry),Airport (Ground Transportation Centre),geographic_area
37,N121,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Macau Ferry),Ngau Tau Kok,geographic_area
37,N170,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Wah Fu (Central),Sha Tin Central,geographic_area
37,N182,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Macau Ferry),Sha Tin (Kwong Yuen),geographic_area
37,N619,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Macau Ferry),Shun Lee Estate,geographic_area
37,N680,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Macau Ferry),Ma On Shan (Kam Ying Court),geographic_area
37,N691,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Macau Ferry),Tiu Keng Leng (King Ling Road),geographic_area
37,N90,central,OLYMPIC STATION,KWAI SHING (CENTRAL),South Horizons,Central (Macau Ferry),geographic_area
37,SP10,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Kai Tak Sports Park,Central (Macau Ferry),geographic_area
37,X15,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Star Ferry),The Peak,geographic_area
37,X9,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Star Ferry),Shek O,geographic_area
37,1,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Macau Ferry),Happy Valley (Upper),geographic_area
37,104R,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Ferry Piers),Mong Kok,geographic_area
37,109,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Macau Ferry),Ho Man Tin Estate,geographic_area
37,11,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Ferry Piers),Jardine's Lookout,geographic_area
37,111,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Macau Ferry),Ping Shek Estate,geographic_area
37,111P,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Choi Fook Estate,Central (Macau Ferry),geographic_area
37,115,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Macau Ferry),Kowloon City Ferry Pier,geographic_area
37,115P,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Laguna Verde,Central (Macau Ferry),geographic_area
37,116,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Quarry Bay (Yau Man Street),Tsz Wan Shan (Central),geographic_area
37,12,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central Pier 3,Robinson Road / Park Road,geographic_area
37,15,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central,The Peak,geographic_area
37,15C,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Hong Kong Observation Wheel),Garden Road,geographic_area
37,170,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Wah Fu (Central),Sha Tin Station,geographic_area
37,18,central,OLYMPIC STATION,KWAI SHING (CENTRAL),North Point (Healthy Street Central),Kennedy Town (Belcher Bay) / Sheung Wan,geographic_area
37,182,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Macau Ferry),Sha Tin (Yu Chui Court),geographic_area
37,182X,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Macau Ferry),Sha Tin (Yu Chui Court),geographic_area
37,18P,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Kennedy Town (Belcher Bay),North Point (Healthy Street Central),geographic_area
37,1P,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Wong Nai Chung Road (Broadwood Road),Central,geographic_area
37,2,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Grand Promenade,Central (Macau Ferry),geographic_area
37,25,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Pier 3/5),Braemar Hill,geographic_area
37,260,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Exchange Square),Stanley Market,geographic_area
37,307,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Tai Po Centre,Central (Ferry Piers) / Sheung Wan,geographic_area
37,37A,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Chi Fu Fa Yuen,Central,geographic_area
37,3A,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Star Ferry),Felix Villas,geographic_area
37,4,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Wong Chuk Hang / Wah Fu (South),Central,geographic_area
37,41A,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Wah Fu (Central),North Point Ferry Pier,geographic_area
37,4X,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Wah Fu (South),Central (Exchange Square),geographic_area
37,511,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Tai Hang Drive,Central (Ferry Piers),geographic_area
37,580,central,OLYMPIC STATION,KWAI SHING (CENTRAL),GO PARK Sai Sha,Sha Tin Central,geographic_area
37,6,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Exchange Square),Stanley Market,geographic_area
37,619,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Macau Ferry),Shun Lee Estate,geographic_area
37,619P,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Shun Lee Estate,Central (Macau Ferry),geographic_area
37,619X,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Shun Lee Estate,Central (Macau Ferry),geographic_area
37,621,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Laguna City,Central (Hong Kong Station),geographic_area
37,629,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Star Ferry),Ocean Park (Main Entrance / Water World),geographic_area
37,641,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Macau Ferry),Kai Tak (Kai Ching Estate),geographic_area
37,66,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Exchange Square),Stanley Plaza (Ma Hang),geographic_area
37,679,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Queen's Hill Fanling,Central (Hong Kong Station),geographic_area
37,680X,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Macau Ferry Pier),Ma On Shan (Wu Kai Sha Station),geographic_area
37,681,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Hong Kong Station),Ma On Shan Town Centre,geographic_area
37,690,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Exchange Square),Tseung Kwan O (Hong Sing Garden),geographic_area
37,690P,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Tseung Kwan O (Hong Sing Garden),Central (Exchange Square),geographic_area
37,690S,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Exchange Square),Hang Hau (via: LOHAS Park),geographic_area
37,6A,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Exchange Square),Stanley Fort (Gate),geographic_area
37,6X,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Exchange Square),Stanley Market,geographic_area
37,7,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Shek Pai Wan,Central (Ferry Piers),geographic_area
37,70,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Wah Kwai (via: Aberdeen),Central (Exchange Square),geographic_area
37,70P,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Shek Pai Wan (via: Aberdeen),Central (Exchange Square),geographic_area
37,71,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Wong Chuk Hang,Central (Rumsey Street),geographic_area
37,71P,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Sham Wan,Central (Ferry Piers),geographic_area
37,720,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Grand Promenade,Central (Macau Ferry / Wing Wo Street),geographic_area
37,720A,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Grand Promenade,Admiralty (Admiralty Centre)/ Central (Pedder Street),geographic_area
37,720P,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Taikoo Shing,Central (Wing Wo Street),geographic_area
37,720X,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Grand Promenade,Central (Rumsey Street),geographic_area
37,722,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Yiu Tung Estate,Central (Ferry Piers),geographic_area
37,75,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Sham Wan,Central (Exchange Square),geographic_area
37,780,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Chai Wan (East),Central (Ferry Piers),geographic_area
37,780P,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Hing Wah (via Causeway Bay),Central (Ferry Piers),geographic_area
37,788,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Siu Sai Wan (Island Resort),Central (Macau Ferry),geographic_area
37,88R,central,OLYMPIC STATION,KWAI SHING (CENTRAL),City One Shatin,Central,geographic_area
37,90,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Ap Lei Chau Estate,Central (Exchange Square),geographic_area
37,90C,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Main Street Ap Lei Chau,Central (Jardine House),geographic_area
37,91,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Ap Lei Chau Estate,Central (Ferry Piers),geographic_area
37,94A,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Wah Fu (Central),Lei Tung Estate,geographic_area
37,97,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Lei Tung Estate,Central (Exchange Square),geographic_area
37,979,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Queen's Hill Fanling,Central (Hong Kong Station),geographic_area
37,H1,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
37,H1S,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central Ferry - Star Ferry,West Kowloon Cultural District,geographic_area
37,H2,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
37,H2K,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central Ferry - Star Ferry,West Kowloon Cultural District,geographic_area
37,H3,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central Ferry - Hong Kong Observation Wheel,Stanley Village / Stanley Market,geographic_area
37,H4,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Stanley Village / Stanley Market,Central Ferry - Hong Kong Observation Wheel,geographic_area
37,N11,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Macau Ferry),Airport (Ground Transportation Centre),geographic_area
37,N121,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Central (Macau Ferry),Ngau Tau Kok,geographic_area
37,N170,central,OLYMPIC STATION,KWAI SHING (CENTRAL),Wah Fu (Central),Sha Tin Central,geographic_area
